0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
806,72241148,SLD,649900,670000,10/11/2017,12/04/2017,,21,7,538 Main St,Stoneham,MA,2180,,5,3,2687,118,5442,Sarah MacBurnie Group,Keller Williams Realty,(978) 927-8700,Call List Agent,"Showings to be held at Open House !! Thursday 10/12 5:30-7 PM and Sunday 10/15 1:30-3 PM. RARE 3-family in Stoneham near town center, shopping, public transportation and commuter routes. Two 5 room, 2 bedroom, 1 bath apartments with pantry, and wood floors, and an exquisitely renovated third floor 3 room 1 bedroom 1 bath. First floor has had new kitchen and bath, and sanded wood floors and some painting done. Needs some buttoning up but the majority of the renovation is done. Front and rear porches and ample off street parking plus large yard.  This is an excellent opportunity for owner occupant, investor, landlord, or condo flipper ! Don't miss the open houses. Highest and best offers are due Tuesday 10/17 by 12 Noon for response by Wednesday at Noon.",,,0,,,,,,,MF,Main St,538,538,http://media.mlspin.com/photo.aspx?mls=72241148
807,72241196,SLD,650000,700000,10/11/2017,12/04/2017,,95,2,44 Wilcock St,Boston,MA,2124,Dorchester,6,3,3066,113,4000,Brian Gagnon,Coldwell Banker Residential Brokerage - Milton - Adams St.,(617) 696-4430,Schedule with ShowingTime or call 888-627-2775,"Rare Dorchester package deal offering a large 3 family with 2 lots. ( Lots 48 Wilcock and 40 Wilcock St).  This great 3 family features 6 bedrooms, 3 full baths, porches and parking.  Great access to downtown Boston by car or bus. Less than half a mile Commuter Rail station. Close to Mass Audubon's Boston Nature Center, Franklin Park, Zoo, William J. Devine Golf Course, Forest Hills Cemetery, local shops, and restaurants.  Units 2 & 3 are occupied with tenants.  Unit 1 is vacant and will be the only unit delivered vacant.  This property is being SOLD AS-IS.  No access to Units 2 & 3 at this time.",,,0,,,,,,,MF,Wilcock St,44,44,http://media.mlspin.com/photo.aspx?mls=72241196
808,72241206,CTG,1195000,,10/11/2017,,,130,118,30 Chestnut St,Wakefield,MA,1880,,10,5,5224,138,8030,Christopher Barrett,"Barrett, Chris. J., REALTORS®",(781) 245-5011,"Key in Office, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Amazing opportunity. Downtown location, 5 unit turn key multi family dwelling.  Nicely maintained, clean and well cared for by investor owner for over 25 years.  All units have separate oil heating systems, electric panels and lockable storage area's. 5 Newer Weil Mclain boilers, newer roofs, newer windows. Units vary but most feature, eat in kitchens, formal dining rooms, the three 5 room, 2 bedroom apartments are in the main building. The 30 A Chestnut St wing has two 1 bedroom apts. Spotless lower level has coin op laundry. Nicely laid out storage area --------- Please include initialed Board of Appeals decision with any offer.",,,0,,,TBD,Galvin,Wakefield Mom,,MF,Chestnut St,30,30,http://media.mlspin.com/photo.aspx?mls=72241206
809,72241210,SLD,699000,750000,10/11/2017,12/01/2017,,20,6,6-8 Grandview Ave,Watertown,MA,2472,,4,2,2200,103,3674,Matt Rositano,Preservation Properties,(617) 527-3700,"Call List Agent, Pets on Premises","As soon as you walk through the doors, you'll realize this is not your typical 2-family home. This home is owner occupied and has been meticulously maintained and renovated over time, transforming both units into bright, open floor plans with more efficient layouts. Thoughtfully reimagined to provide larger entertaining areas and more private sleeping quarters. The 1st fl duplex unit has always provided premium rental income with its large open living space and gorgeous classic white kitchen, and flows out to a large rear deck and peaceful fenced back yard. The 2nd floor owner's unit was also opened up, and features a beautiful kitchen with modern cabinets and large center island with concrete top, in-unit laundry, and a cozy enclosed porch perfect for viewing sunsets and thunderstorms from high above the neighborhood. The charm of a single family with the all the benefits and income of a multifam. *First Showings at OPEN HOUSES: Sat 2-3:30 & Sun 12-2*",,,1,,,Cunniff,Watertown,Watertown,,MF,Grandview Ave,68,06-Aug,http://media.mlspin.com/photo.aspx?mls=72241210
810,72241268,SLD,229000,210000,10/11/2017,12/15/2017,,18,4,12 Center Ave,Bourne,MA,2532,Buzzards Bay,2,2,800,53,4966,Sue Ann Murley,DiVito Realty,(508) 295-0213,"Call List Agent, Accompanied Showings","Cute two family home.  Each unit offers one bedroom, kitchenette, living room and bath.  Separate utilities.  New furnaces, hot water heaters approx. 2 yrs old and new roof just installed.  Not in a flood zone.  Full basement.   Rents below market.",,,0,,,,,,,MF,Center Ave,12,12,http://media.mlspin.com/photo.aspx?mls=72241268
811,72241332,SLD,675000,785000,10/11/2017,12/20/2017,,5,5,240 Farrington St,Quincy,MA,2170,,6,2,2268,108,5000,James Mulvey,"Bird Dog Real Estate, LLC",(617) 913-0212,"Accompanied Showings, Appointment Required","Check out this rare side by side 2 unit Home with 3 bedrooms on each side.  Home is located in a great commuter location with a 5-minute walk to the Wollaston train station and great access to highways as well.  Each side has three bedrooms and one full bath on upper level with hardwood floors.  Lower level for each unit features a covered entry porch, a dining room with built in cabinet and hardwood floors.  A large bright living room located at front of home with plenty of windows and hardwood floors.  Each unit has an eat in kitchen with gas cooking and deck access to the back yard.  Interior basement access in each unit which offers great storage space and your separate utilities.",,,0,,,Wollaston,Atlantic,North Quincy HS,,MF,Farrington St,240,240,http://media.mlspin.com/photo.aspx?mls=72241332
812,72241353,SLD,399000,320000,10/10/2017,12/29/2017,,41,31,55 Highland Ave,Fall River,MA,2720,,3,5,3601,118,9199,Christopher Migneault,Migneault REALTORS®,(508) 678-8808,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","Highland Avenue- The John Jenks House Circa 1845. This gorgeous greek revival has been mixed use with professional offices for over 36 years. The first floor is comprised of 6 rooms with four offices, administrators area, and two baths. The second floor is a very nicely sized residence with 6 rooms 3 bedrooms and 1 bath. There is also an area for additional storage on the second floor with another private bath. Parking is off street for four cars and there is a detached 3 car garage on the East side of the property. Attic on the third floor.",,,3,,,,,Durfee,,MF,Highland Ave,55,55,http://media.mlspin.com/photo.aspx?mls=72241353
813,72241403,SLD,169900,178000,10/10/2017,12/28/2017,,41,26,102-104 Blaine St,Springfield,MA,1108,,6,2,2288,94,5001,Angela M. Costello,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,"Call List Office, Appointment Required, Schedule with ShowingTime or call 888-627-2775","INCOME PRODUCING!  Well updated and professionally managed two family home located on the East Longmeadow / Forest Park line. Fully occupied with long-time tenants and Full De-leading Compliance Letters for both units. Improvements include rebuilt rear porch 2017, roof 2012 (garage roof 2011), two newer gas boilers, two newer gas water tanks, two updated electric panels, vinyl siding / vinyl replacement windows and fresh exterior paint. Tenant's enjoy 3 bedrooms, living rooms open to dining rooms with hardwood flooring and built-ins, eat-in kitchens and in-unit laundry hook-ups.  Additional storage available in walk-up attic, as well as 2 car garage, partially enclosed yard and easy access to all area amenities including transportation, shopping, schools, parks and major roadways.  This is an excellent option for both owner-occupied and investors alike!!!",,,2,,,,,,,MF,Blaine St,102104,102-104,http://media.mlspin.com/photo.aspx?mls=72241403
814,72241429,SLD,189000,217000,10/11/2017,12/18/2017,,20,20,77 Moseley Ave,Westfield,MA,1085,,4,2,1728,44,5900,Dorothy J. Maiwald,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,"Call List Agent, Appointment Required, Sign, Other (See Special Showing Instructions)","Conveniently located spacious vinyl sided duplex on dead end street.  Each unit has a large  eat in kitchen with stove, refrigerator and dishwasher.  Spacious LR and bedrooms.  Full, unfinished basements with laundry hookups on both sides.  Newer sump pump only right side  basement. Right side has newer wall to wall carpet I living room. Right side unit added additional more additional insulation in the attic.",,,0,,,,,,,MF,Moseley Ave,77,77,http://media.mlspin.com/photo.aspx?mls=72241429
815,72241445,SLD,499000,479000,10/11/2017,12/15/2017,,23,8,13 Circular Ave,Natick,MA,1760,,3,2.5,1553,78,6273,Melanie K. Fleet,Keller Williams Realty,(617) 969-9000,"Call List Agent, Accompanied Showings, Appointment Required","Incredible opportunity to own a well-maintained multi-family on quiet tree-lined street in fabulous Natick Center location! First floor unit has 2 bedrooms and features beautiful hardwood floors, living room with fireplace, formal dining room and updated kitchen with skylight, breakfast island and glass doors overlooking large deck and fenced-in yard. Second floor is a cozy one bedroom unit which offers tons of potential with just a little updating & TLC - features wall-to-wall carpet, open living/kitchen space, skylight, and direct yard access. Great sunlight through out, plus full basement, sump pump w/ back up, and garage. Best of all, very desirable neighborhood close to everything Natick Center has to offer - the commuter rail, the Common, Farmers Market, Center for the Arts, Coolidge Hill, restaurants, coffee shops and so much more! Perfect for owner occupant or an investor - MUST SEE!",,,1,,,,,,,MF,Circular Ave,13,13,http://media.mlspin.com/photo.aspx?mls=72241445
816,72241494,ACT,244900,,10/09/2017,,,133,,45-47 Roy Street,Chicopee,MA,1013,,4,3,1764,31,5227,Pari Hoxha,"Class Realty, Inc.",(413) 786-1834,"Call List Agent, Appointment Required","Duplex located in the desired Ferry Lane neighborhood. Located near Sherman Jane Park, which has a community pool. Minutes away from 391. Minutes from boat ramp. Has an ample amount of living area in both units. Both units contain hardwood flooring in the living rooms and carpeting in the bedrooms. Has a shed in the back yard. Home is versatile. Can be Owner Occupied but it will be an even better investment property. It could also perfect for it to be Owner Occupied in one unit and tenants in the second unit. All good choices.",,,0,,,,,,,MF,Roy Street,4547,45-47,http://media.mlspin.com/photo.aspx?mls=72241494
817,72241565,SLD,565000,640000,10/11/2017,12/01/2017,,13,6,40 Reynolds Ave,Chelsea,MA,2150,,5,3,3204,125,5883,Paul J. Cervone,Premier Properties of New England,(781) 419-9300,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","JUST WOW! RARE INVESTMENT OPPORTUNITY!! Just bring your finishing touches! This WELL CARED FOR 3 Multi-Unit Property has SO MUCH TO OFFER! Owner Occupied for more than 30 years! UPDATES INCLUDE Electrical Service Meters/Panel, Front Walk-Way/Steps/Rail, Main Sewer Line 2017, Vinyl Siding, Architectural Roof Shingles, Gutters,Vinyl Windows, Vinyl Fence, Laminate Floors, Handicap Accessibility & Features, Weil McLain & Burnham Boiler's & Oil Tanks, Bathroom Updates & Kitchen Updates with SS Appliances, Upgraded Cabinets & Counter. FEATURES INCLUDE ADT Alarm System, Vinyl Fenced Large Side Yard, Private Backyard, Level Lot, Separate Unit Utilities /Electric/Oil Fill, Full Unfinished Basement with tons of storage and additional multiple W/D Hook-ups, tankless hot water, 2nd Level 3 Season Sunroom/Porch. Main Level Unit has been Freshly Painted. Unit's Professionally Cleaned.",,,0,,,,,,,MF,Reynolds Ave,40,40,http://media.mlspin.com/photo.aspx?mls=72241565
818,72241593,SLD,600000,600000,10/10/2017,12/28/2017,,13,3,116-120B Bennington St.,Lawrence,MA,1841,,12,9,6486,118,4537,Johan Lopez,"Home Shop Properties, Inc.",(978) 655-3016,Call List Office,"Six unit Multi-Family building in central location. All tenant paid utilities, long term tenants. Building is very clean & maintained well, 3 recently renovated bathrooms, Some off St. parking. Looking for a great investment? This is the one for you.",,,0,,,,,,,MF,Bennington St.,116120,116-120B,http://media.mlspin.com/photo.aspx?mls=72241593
819,72241644,SLD,389900,380000,10/11/2017,12/21/2017,,21,6,167-169 Mount Hope St,Lowell,MA,1854,Pawtucketville,4,2,2995,88,3200,Raymond Boutin,RE/MAX Partners,(978) 451-7007,Schedule with ShowingTime or call 888-627-2775,"PAWTUCKETVILLE, Clean and Spacious two-family in quiet neighborhood within walking distance to UMASS Lowell's North Campus. Property has been well maintained with updated kitchens and baths. Each unit has separate meters for gas and electricity that is paid for by long tenured tenants (TAW). Flexible floor plan; current first floor tenant using the front room as a 3rd bedroom and second floor tenant is using the finished attic as a 3rd bedroom. Each unit has washer dryer hookups. This property has Vinyl siding as well as Vinyl replacement windows. All this plus off street parking and a backyard.",,,0,,,LPS,LPS,LHS or GLTECH,,MF,Mount Hope St,167169,167-169,http://media.mlspin.com/photo.aspx?mls=72241644
820,72241684,SLD,929000,875000,10/11/2017,12/07/2017,,28,23,"58 Neponset  Ave,",Boston,MA,2122,Dorchester,6,3,3334,98,5052,Julie Simmons,Conway - Dorchester,(617) 288-0100,--,"The Man says SELL! Price Break~~~Rare Great Neponset Ave. Beautiful Period detail in this Vintage Triple Decker. Vacant at closing for you. 5-6-5 with double bow front - flexible floor plan!  Lots of period detail from the first steps inside. This makes a Makes a Great Condo conversion. Doing a 1031? this property works. Updates include vinyl windows, new Front Entry and Rubber roof. Possible parking in the side yard. We have City views from third floor and flat rubber roof ready for a roof deck! Check out the Walkability score of 88. Close to Fields Corner's shops and restaurants, and T station. Also, we're on the Bus line & minutes to the Expressway going in town or out ! This property won't last long. EZ to show.",,,0,,,,,,,MF,"Neponset  Ave,",58,58,http://media.mlspin.com/photo.aspx?mls=72241684
821,72241698,UAG,219900,,10/11/2017,,,29,29,35 Central Sq,Brockton,MA,2301,,2,2,1518,93,3441,Raphael Zeno,Century 21 NS Group,(508) 588-0088,"Call List Agent, Other (See Special Showing Instructions)","OPEN HOUSE ON SATURDAY 10/14/2017 FROM 2:00 PM TO 4:00 PM   This is a great small 2 family property located on a corner lot. First floor was completely repainted, hardwood floors throughout the apartment was re-sanded and polished, new toilet, and new bathroom sink. There is a bedroom and a full bathroom in the basement. Second floor is well maintained with access to a full attic. Property has vinyl siding, fenced in yard and front & rear porches.",,,0,,,,,,,MF,Central Sq,35,35,http://media.mlspin.com/photo.aspx?mls=72241698
822,72241772,SLD,450000,450000,10/12/2017,12/06/2017,,4,5,143 Park Rd,Brockton,MA,2301,,6,2,2502,118,6926,Adilson DePina,Homes Unlimited,(508) 583-5365,"Call List Office, Call List Agent","Celebrate your Thanksgiving in your new Home with your family on  this WEST SIDE LOCATION..New Siding, New Roof, New Electric, New (water lines Vents and laundry) + NEW +NEW+ NEW!. Convenient to Shopping, Transportation and Highways. Large yard for entertaining, Two car garage with New doors, New Roof plenty of parking. Each Unit has Three Large Bedrooms, Living Room with bright shiney  hardwood floors, family sized eat in New kitchens, New Baths, the Entire house has been completly Renovate,  All new windows on the second unit...Etc, Etc..",,,2,,,,,,,MF,Park Rd,143,143,http://media.mlspin.com/photo.aspx?mls=72241772
823,72241870,ACT,430000,,10/12/2017,,,130,,68 Lincoln Av,Manchester,NH,3103,,9,3,3864,97,13146,Stephen Trefethen,"Summerview Real Estate, LLC",(603) 432-5453,"Call List Office, Call List Agent","3-3 bedrooms, Barber shop and possible extra lot. Corner of S. Willow St and Claremont Av.. Don't miss this highly visible location and walking distance to shopping area.",,,3,,,,,,,MF,Lincoln Av,68,68,http://media.mlspin.com/photo.aspx?mls=72241870
824,72241948,SLD,219900,222000,10/12/2017,12/28/2017,,40,20,5 Astrid Ave,Worcester,MA,1610,,4,2,2082,94,4458,The Pro's Real Estate Team,Keller Williams Realty Greater Worcester,(508) 754-3020,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Solid 2 Unit Multifamily available now. Whether you are looking to owner occupy with a mortgage helper or in search of a low cost investment, now is your opportunity. This well maintained property is located on an off beat one way & a stone's throw to Vernon Hill School. It features a well cared for lawn with the potential for a driveway for off street parking (curb has been cut by the city). Both units feature hardwood floors throughout, fresh paint, gas heat, and classic mill work and built-ins. Roof is in great condition and Boilers are fairly young as well. The basement has two separate storage units with washer dryer hook up  and includes 1 washer/dryer set.  Second floor unit has private enclosed porch and a stainless refrigerator and range, as well as an updated bathroom. First floor unit includes a refrigerator and range also. All rooms are spacious & have large closets.",,,0,,,,,,,MF,Astrid Ave,5,5,http://media.mlspin.com/photo.aspx?mls=72241948
825,72241972,SLD,350000,330000,10/12/2017,12/01/2017,,30,15,0 Bruce Ave,North Attleboro,MA,2760,,8,3,2795,138,7739,Cheryl A. Luccini,Keller Williams Realty,(508) 528-1000,Schedule with ShowingTime or call 888-627-2775,Nice 3 Family home located at the heart of downtown North Attleboro. 2 of the units are rare 3 bedroom. Great income and tenant history. Unit 3 Can be owner occupied or rented. Roof was replaced in 2002 and 2 new gas furnaces replaced in 2008.,,,1,,,,,,,MF,Bruce Ave,0,0,http://media.mlspin.com/photo.aspx?mls=72241972
826,72242037,SLD,300000,315000,10/12/2017,12/15/2017,,4,4,230 Fairmont Ave,Worcester,MA,1604,,9,3,3465,108,4501,A&M Real Estate Consultants,Keller Williams Realty Greater Worcester,(508) 754-3020,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Grafton Hill move-in ready 3 unit.  Great for owner occupant or investor.   Features all separate utilities. Plenty of off street parking.  3rd floor has long term tenant.  Beautiful hardwoods throughout. Recent water heaters.  Replacement windows, updated electric.  Nice flat back yard.   Convenient to rt-20 I-90 and I-290.",,,0,,,,,,,MF,Fairmont Ave,230,230,http://media.mlspin.com/photo.aspx?mls=72242037
827,72242040,ACT,299999,,10/12/2017,,,120,,667 Southbridge Street,Worcester,MA,1610,,0,0,5626,168,5662,James Glickman,NAI Glickman Kovago & Jacobs,(508) 753-9100,--,Great opportunity to purchase a 3-family property in Worcester. Easy access to I-290/I-90/I-395/146. Large parking lot behind building. Tenants pay their own utilities. Apartments are de-leaded.,,,0,,,,,,,MF,Southbridge Street,667,667,http://media.mlspin.com/photo.aspx?mls=72242040
828,72242047,SLD,460000,465000,10/12/2017,12/15/2017,,20,4,41-43 Plymouth St,Methuen,MA,1844,,8,3.5,4006,118,5000,New England Broker Brothers,"Coco,Early & Associates Star Division LLC",(978) 687-8600,Appointment Required,"METHUEN | Large 2 Family | First floor Unit features 3 bedrooms, updated kitchen and bath, open concept living room/dining room, hardwood, extra room for storage and a private deck. Second floor Unit is Townhouse style with 5 bedrooms, 2 baths, living room, dining room, family room, den, extra room for storage and a private deck. The basement offers space for indoor entertaining, laundry room and additional storage areas. Call for a private viewing!",,,0,,,,,,,MF,Plymouth St,4143,41-43,http://media.mlspin.com/photo.aspx?mls=72242047
829,72242078,SLD,499000,480000,10/12/2017,12/29/2017,,12,12,107 S Quinsigamond Ave,Shrewsbury,MA,1545,,6,5,4082,121,7076,A&M Real Estate Consultants,Keller Williams Realty Greater Worcester,(508) 754-3020,"Key in Office, Accompanied Showings, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Rare 5 unit Multifamily in Shrewsbury.  Fully rented with several long term tenants.  Recent roof, water heaters. Vinyl sided and replacement windows for 4 of the units. Separate utilities. Coin operated washer/dryer in basement. Over 51K in Gross income.  Conveniently located located right across from Lake Quinsigamond and close to Rt 9, UMASS and shopping.",,,0,,,,,,,MF,S Quinsigamond Ave,107,107,http://media.mlspin.com/photo.aspx?mls=72242078
830,72242081,SLD,519900,499000,10/12/2017,12/13/2017,,8,8,56 N Main St,Grafton,MA,1536,,9,5,3440,48,21780,A&M Real Estate Consultants,Keller Williams Realty Greater Worcester,(508) 754-3020,"Key in Office, Accompanied Showings, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Great Commercial Investment Opportunity in North Grafton near the intersection of rt 140 and rt 30.  Over 54K in gross income. Below market rents. Zoned Neighborhood Business. one 3 bed unit, two 2 bed units and two 1 bed units. Coin operated washer/dryer in basement. Fully rented. Convenient to Commuter Rail and Tufts University School of Veterinary Medicine. Upgraded electric, vinyl siding and windows in 2007. Tons of off street parking.",,,0,,,,,,,MF,N Main St,56,56,http://media.mlspin.com/photo.aspx?mls=72242081
831,72242213,SLD,299900,299900,10/11/2017,12/14/2017,,18,3,64 4Th St,Lowell,MA,1850,,6,3,2784,118,2941,Stephen Lombardo,Peak Realty,(978) 360-6610,Call List Agent,"Great for owner occupy or investment 2 family! Vinyl siding and windows, ceramic tile floors in kitchen and baths, separate utilities, off street parking and more!",,,0,,,,,,,MF,4Th St,64,64,http://media.mlspin.com/photo.aspx?mls=72242213
832,72242221,ACT,289999,,10/12/2017,,,279,,57 Quobaug Ave,Oxford,MA,1540,,4,2,2160,65,9148,Owen Gilman,"Alliance Realty NE, LLC",(866) 866-7978,Owner,"This house is located with in minutes to 395, 290, l90, 20 and round 12. Colonial style 2 Family with 2 car garage detached. First floor is vacant ideal for an owner occupied, as well as young Family just looking to buy vs rent. Second floor is rented with long time Tenants. Lot of updates are done, you almost don't need to do anything. Roof 10 years old on both house and garage, central heat/air, oil heat with 4 years old boiler and outside oil tank. New Septic put in 2005 is in good condition, new Harvey windows replaced couple yeas ago.",,,2,,,,,,,MF,Quobaug Ave,57,57,http://media.mlspin.com/photo.aspx?mls=72242221
833,72242233,SLD,800000,800000,10/12/2017,12/04/2017,,65,24,101 Madison Ave,Newton,MA,2460,Newtonville,5,2,2210,158,4859,Noaam Blum,Keller Williams Realty,(617) 969-9000,Call List Agent,"Priced to sell! Incredible investment property available in one of the most desirable parts of Newton. Great 2 bed on the first floor and 3 bed duplex on the second floor with spacious layouts. Steps from the shops and restaurants on Walnut street in Newtonville, and right by the newly approved Austin St and Washington Street development projects. Immense potential with the proper renovation. Possible condo conversion or use as a long term investment.",,,0,,,,,,,MF,Madison Ave,101,101,http://media.mlspin.com/photo.aspx?mls=72242233
834,72242348,SLD,299900,291000,10/12/2017,12/12/2017,,27,7,57-59 Garden St,Attleboro,MA,2703,,6,2,2521,118,5706,Lori Seavey Realty Team,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,Schedule with ShowingTime or call 888-627-2775,"Terrific investment property.  Side by Side Duplex!  Both units have living room, dining room & kitchen on first floor and three bedrooms that all boast hardwood floors plus full bath complete upstairs! Full basement all set up for laundry.  Each unit has its own gas and electric. Many updates include NEW roof, Upgraded electric, NEW asphalt driveway, NEW gas furnace in unit 57. NEW water heater in unit 59.  FULL DE-LEADED CERTIFICATE FOR BOTH UNITS. Amazing commuter location close to downtown, train, shopping and restaurants.  Lease on Unit 57 until 2/28/18.  Month to Month on Unit 59.  OPEN HOUSE SUNDAY, OCTOBER15th 11-12:30.",,,0,,,,,,,MF,Garden St,5759,57-59,http://media.mlspin.com/photo.aspx?mls=72242348
835,72242351,SLD,729900,730000,10/12/2017,12/18/2017,,19,5,98 Irving St,Everett,MA,2149,,9,3,3300,118,4600,Sara Hrono,EXIT Realty Beatrice Associates,(617) 764-5601,"Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","A property of this caliber, doesn't come by often! Large three family in a prime location in a dynamic community experiencing tremendous growth and development. Classic triple decker with front and back porches, large rooms with high ceilings, ample parking and a 2 CAR GARAGE! Each unit is currently configured with 3 bedrooms, living room, eat in kitchen and full bath. This fine home is priced to sell and is a tremendous opportunity for investors and owner occupants alike. Current rents are well below market rates. Schedule your showing today!!",,,2,,,,,,,MF,Irving St,98,98,http://media.mlspin.com/photo.aspx?mls=72242351
836,72242354,ACT,369850,,10/12/2017,,,130,,0/14/16 Old East Brimfield,Brimfield,MA,1010,East Brimfield ,8,4,3200,63,126324,Gail Mahoney,RE/MAX Prof Associates,(508) 347-9595,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Pets on Premises","COUNTRY LIFE PROPERTIES shares an UNHEARD of Brimfield opportunity! 4 rental units in this almost 3 acre, waterfront on Pork Barrel Pond, ""Country Compound!"" Spacious,updated 2 family with 2 additional mobile homes has amazing income and creative potential! Great access to Rt. 20,10 min to the Ma.Pike ( hour to Boston!! ) & Sturbridge's Restaurant Row! Each unit is in wonderful, updated condition.Laundry room & great storage in 2 family.Large lot w/pretty yard w/garden area & firepit patio, room for a horseshoe pit...speaking of that...space towards the back of the property for horses,goats,llamas?Oversized,detached garage w/elec., make it a small barn?Room for 4 wheelers?Shop for cars, motorcycles?Bar?Walk down the wooded path to the trails all around the peaceful pond, maintained by the Army Corps of Engineers, what privacy! There is so much to see here, please set an appointment with some notice and get ready to live your COUNTRY LIFE...with income!",,,3,,,Burgess,Tantasqua,Tantasqua,,MF,Old East Brimfield,1416,0/14/16,http://media.mlspin.com/photo.aspx?mls=72242354
837,72242410,ACT,123000,,10/06/2017,,,136,,11 Cummings St,Ware,MA,1082,,4,2,1509,108,8835,Dorrinda O'Keefe Shea,Century 21 NS Group,(508) 885-3443,"Call List Agent, Accompanied Showings, Appointment Required","Two family on Corner lot,  Priced to sell, walking distance to hospital,  vinyl siding, off street parking  TWO car garage!  This property has great tenants  in place already for the Investor.  Or if you are looking for an Owner occupied this is a Fantastic alternative to paying Rent.   Minutes to Downtown and major highways for commuters.  This property will not last long at this price call today for a showing.  Property is being Sold ""AS IS"" .   at this Great price!!",,,2,,,Stanley Koziol,Ware Middle,Jr/Sr Ware High,,MF,Cummings St,11,11,http://media.mlspin.com/photo.aspx?mls=72242410
838,72242476,SLD,549000,569000,10/13/2017,12/04/2017,,19,3,141 Western Avenue,Gloucester,MA,1930,Stage Fort Park ,6,3,2488,79,17000,Christine Grammas,J. Barrett & Company,(978) 526-8555,"Call List Agent, Accompanied Showings, Appointment Required","Legal 3 Family currently being used as a large single family with lower level apartment.  This Brick Colonial with original features including high ceilings, wood floors and large windows. The first floor has a dining room, living room, eat-in kitchen, 2 bedrooms and a bath. The second floor has 3 bedrooms, kitchen/laundry room, full bath and deck. The lower level has a one bedroom apartment currently rented-tenant at will. Located on Stacey Boulevard across from Stage Fort Park which offers tennis courts, basketball court, playground, picnic areas, baseball fields, fishing and summer concerts. Beautiful views of the marsh, some seasonal views of Gloucester Harbor!!",,,0,,,Gloucester,Gloucester,Gloucester,,MF,Western Avenue,141,141,http://media.mlspin.com/photo.aspx?mls=72242476
839,72242504,ACT,150000,,10/13/2017,,,858,,1185 Huntington Rd,Russell,MA,1071,Crescent Mills ,5,3,3276,198,17755,Mary O'Connell,Wolcott Realty,(413) 218-4344,Call List Agent,Great opportunity for investment-three unit dwelling-Tenants are in place.  200 feet of frontage on Main Road-super location.,,,2,,,,,,,MF,Huntington Rd,1185,1185,http://media.mlspin.com/photo.aspx?mls=72242504
840,72242545,SLD,589900,550000,10/13/2017,12/14/2017,,60,60,352-354 Washington St,Braintree,MA,2184,,2,1,2742,98,0.99,Eddie Mulkerrins,Keller Williams Realty,(781) 843-3200,Call List Agent,"Mixed use residential & commercial building for sale. Approximately 3000 sq. ft. First floor space formerly retail clothing store. Many possible uses - customize to make it your own. Spacious open floor plan, wood & carpet floors includes storage space. High visibility, plenty of parking around the back.  Two bathrooms. Extra storage space in the lower basement. Second floor includes 3 offices with wood & carpet floors with two bathrooms. Third floor unit is residential apartment space. Great rental history. Gas in the building.   Great location in the center of Braintree square. Close to highway & public transportation. Buyers must verify with the town what retail/offices can go in the building. Buyers must do their own due diligence. See MLS Listing #72237065. Buyer to do due diligence.",,,0,,,,,,,MF,Washington St,352354,352-354,http://media.mlspin.com/photo.aspx?mls=72242545
841,72242695,UAG,649000,,10/13/2017,,,69,69,118-128 Agawam,Lowell,MA,1852,,8,4,5639,108,9178,Claudia Tabar-Conway,RE/MAX Platinum,(781) 484-1957,"Call List Agent, Appointment Required","This is a package deal! Two multi family homes with 2 units in each house (4 units total). Large lot in between homes with a free standing storage building. Each unit has gas heating, all new windows and updated electric. Unit 126 has new water tank and new furnace, along with other updates.  All 4 units are tenants at will. This is a great investment property or a smart purchase for an owner occupied. OPEN HOUSE SATURDAY AND SUNDAY 11:00-1:00 PM!",,,2,,,,,,,MF,Agawam,118128,118-128,http://media.mlspin.com/photo.aspx?mls=72242695
