0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
781,72260224,UAG,116000,,12/01/2017,,,10,10,8 Pearl St,Leominster,MA,1453,,5,2,2467,118,3774,Gabriel Tavarez,"Tavarez Realty Group, Inc.",(978) 397-8626,Other (See Special Showing Instructions),"This is a short sale attempt, property to be sold 'as is' 'as seen' 'where is', seller/broker make no warranties or representations.  Any & all buyers making an offer will be required to complete their inspection within 7 days of offer acceptance by the seller.  Buyers will be required per the terms of the standard contract to provide listing broker with the inspection report for negotiation purposes. Buyer responsible for any and all inspections necessary to complete sale, this includes Title V IF applicable and smoke certifications. Seller will NOT improve the condition of the property in any way for any reason.  Buyer’s responsible for diligence.  *** PROPERTY IS OCCUPIED PLEASE BE CONSIDERATE *** Open house Thursday 12/7/2017 from 12 to 1pm ***",Colonial,1,0,"Steam, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Slate;Floor:Wood, Vinyl;Appliances:Range;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:--;Electric:Fuses, 60 Amps/Less;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",SF,Pearl St,8,8,http://media.mlspin.com/photo.aspx?mls=72260224
782,72260225,UAG,239900,,12/01/2017,,,3,3,12 Water Street,Halifax,MA,2338,,3,1,1636,108,3485,Robert Libby,Conway - Hanover,(781) 826-3131,"Call List Office, Lock Box, Pets on Premises",Clean and spacious. Very nice lake neighborhood very close to fully recreational Monponsett pond. Convenient to commuter rails and schools. Plenty of parking as well as a large storage room. Priced to sell.,Colonial,,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Slab;Construction:Frame;Exterior:Wood;Exterior Features:Balcony;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Water Street,12,12,http://media.mlspin.com/photo.aspx?mls=72260225
783,72260242,UAG,269900,,12/01/2017,,,3,3,3 PHEASANT HILL RUN,West Boylston,MA,1583,,3,1,1600,47,17339,Robert Daw Jr.,Robert K. Daw Real Estate,(508) 829-3214,"Lock Box, Appointment Required, Sign, Other (See Special Showing Instructions)","VERSITILE 3 BEDROOM SPLIT LEVEL HOME WITH QUALITY FEATURES; HEATED SUN ROOM, VAULTED CEILINGS SURROUNDED BY SLIDING WINDOWS; HUGE FAMILYROOM ON THE LOWER LEVEL, CEILING FANS FOR COOL CIRCULATION.  NICE LOT, LOCATION AND LIVING SPACE!  HURRY TO SEE, THIS WON'T LAST LONG IN DESIRABLE WEST BOYLSTON!",Split Entry,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Gutters;Insulation:Unknown;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Oil;",SF,PHEASANT HILL RUN,3,3,http://media.mlspin.com/photo.aspx?mls=72260242
784,72260273,CTG,629900,,12/01/2017,,,80,77,46 Chapman Street,Dunstable,MA,1827,,4,2.5,3000,1,50019,St. Martin Team,LAER Realty Partners,(978) 692-9292,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Construction under way! Introducing the Rockport floor plan at one of Dunstable's newest subdivisions ~ River's Edge ~ a brand-new 18-lot cul-de-sac neighborhood of quality-built homes by Bentley Building Corporation, beautifully set next to the Nashua River Rail Trail and close to the New Hampshire border for convenience to restaurants, entertainment and tax-free shopping. Groton-Dunstable regional school system. This lot features the Rockport model with a two car garage. First floor is built with an open floor plan, great for entertaining, large eat-in kitchen, family room with a fireplace and a study.   Master bedroom with private bath and walk-in closet plus 3 large bedrooms. Still time to make your own selections or choose your lot today and get started with choosing your model and options for customizing. This home is up, framed and sided.",Colonial,1,2,"Forced Air, Propane",,GDRSD,GDRSD,GDRSD,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck;Insulation:Full;Electric:Circuit Breakers;Interior Features:--;Hot Water:Propane Gas, Tank;",SF,Chapman Street,46,46,http://media.mlspin.com/photo.aspx?mls=72260273
785,72260301,CTG,57900,,11/30/2017,,,81,69,240 Prospect St,Athol,MA,1331,,3,2,1593,138,9583,Tara Brooks,Boss Realty Group,(978) 534-0615,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Oversized colonial style home on corner lot with views of the hills beyond. Close to all town amenities and commuting routes. Enjoy the vaulted ceiling family room with brick hearth for future wood stove and open to kitchen with plenty of counter space. Enjoy the sun as it fills the large bay windows in living and dining room.  Property has a flexible floor plan with spacious bedrooms on second floor, two full bathrooms and oversized garage with loft.  Off street parking and rear yard for all you outdoor needs.  Full basement for all your storage needs.    Buyer responsible to verify all information since it was obtained from third party sources. This is a Fannie Mae Home Path Property. First Time Buyers may receive up to 3% closing costs assistance by completing the HomePath Ready Buyer Homeownership course on HomePath. ""Restrictions Apply "". Special seller forms required with all offers.",Colonial,1,2,Forced Air,,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Other (See Remarks);Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Prospect St,240,240,http://media.mlspin.com/photo.aspx?mls=72260301
786,72260310,UAG,259900,,12/01/2017,,,18,4,26 Westland Ave,Chelmsford,MA,1824,,2,1,1285,66,10000,The Rogers / Melo Team,LAER Realty Partners,(978) 251-8221,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Great Location!!! Super Cute 2 bedroom Cape in the Westlands neighborhood, Look past the clutter to the great hardwood floors, built ins, big living room, 1st floor bedroom, furnace 2 years young,  young roof, ramp 1 year old, a few newer windows, so much potential to create the perfect home with a wonderful large yard, 1 car garage on a quiet street. With updating and your imagining this could be a real gem, start building your sweat equity today!",Cape,1,1,"Hot Water Baseboard, Gas",,Center,McCarthy,CHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Aluminum;Exterior Features:--;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;",SF,Westland Ave,26,26,http://media.mlspin.com/photo.aspx?mls=72260310
787,72260312,CTG,309900,,12/01/2017,,,47,33,384 Oak St,Bridgewater,MA,2324,,3,1.5,1372,118,38986,Marilia Pereira,"Trust Realty Solutions, LLC",(508) 219-4701,"Call List Agent, Appointment Required","This is the one you have been waiting for.   RENOVATED TO PERFECTION!!!  Come see this beautiful home that features an open floor plan, hardwood flooring throughout, recessed lighting, large deck leading to a huge backyard and MUCH MUCH MORE.  Stunning kitchen with brand new white cabinetry, granite countertops, stainless steel appliances and a large island perfect for entertaining.  All new electrical, plumbing and a high efficiency combination boiler.  GREAT LOCATION!!! Residential neighborhood close to Bridgewater State University, downtown Bridgewater, shopping, public transportation and easy access to highways.  DON’T TAKE OUR WORD FOR IT, COME SEE IT TODAY!!!",Colonial,1,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Other (See Remarks);Construction:Frame;Exterior:Wood;Exterior Features:Porch, Deck, Gutters, Professional Landscaping, Garden Area;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas, Tankless;",SF,Oak St,384,384,http://media.mlspin.com/photo.aspx?mls=72260312
788,72260377,UAG,299900,,12/01/2017,,,27,14,102 Jackson Street,Lynn,MA,1902,,3,1,1068,118,2873,Michelle Gatchell,D & R Realty,(978) 587-2735,Call List Agent,"Just renovated! This three bedroom home is tastefully renovated & updated through out. First floor has a large eat in kitchen with stainless appliances, granite counter tops & a slider overlooking back yard deck, bonus room off kitchen with look through may be perfect for a small office, sewing or toy area. Living room with beamed ceilings, picture window, decorative stone wall & large walk in closet. New floors throughout living room and kitchen.Recently renovated tiled bathroom with ample cabinets & tiled floor. Good size stairway leading to second floor that  has a large master bedroom with a good size closet and two additional bedrooms, all freshly painted with new wall to wall carpet.Recently updated electrical & heat systems. Two car parking in driveway with a large gated fence that opens up to an additional spot if necessary. Back yard for entertaining has a deck off the kitchen with sliders, storage shed, patio & fire pit area w/a mulched section large enough for kids swings!",Colonial,1,0,"Forced Air, Electric Baseboard, Oil, Electric",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio, Gutters, Storage Shed, Fenced Yard;Insulation:--;Electric:--;Interior Features:Security System;Hot Water:--;",SF,Jackson Street,102,102,http://media.mlspin.com/photo.aspx?mls=72260377
789,72260384,CTG,425000,,12/01/2017,,,80,76,43 Butterfield Terrace,Amherst,MA,1002,,4,2.5,2066,103,24774,Cynthia O' Hare Owens,5 College REALTORS®,(413) 549-5555,"Call List Agent, Appointment Required","Perched on a hill with views of nearby UMass, this charming American Bungalow offers 4 bedroom, 2 1/2 baths.  The large living room with fireplace and dining room with built-ins and a slider exiting to the rear patio, the tiered gardens and stonewalls.  Additional living space on the third floor with full bath, bedroom and sitting area with a separate entrance, great writer retreat or guest space.  The expansive front porch is a perfect place to enjoy the westerly views and sunsets.  New stove, dishwasher and a new roof 2017.  A rare in town location, a short walk to UMass or Amherst town center.   Antique charm with lots of possibilities!","Antique, Bungalow",1,0,Hot Water Baseboard,,Wildwood,ARMS,ARHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Fieldstone, Brick;Construction:Frame;Exterior:Shake;Exterior Features:Porch, Porch - Enclosed, Patio, Gutters, Professional Landscaping, Stone Wall;Insulation:Unknown;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Electric, Tank;",SF,Butterfield Terrace,43,43,http://media.mlspin.com/photo.aspx?mls=72260384
790,72260422,CTG,505000,,12/01/2017,,,80,71,Lot 2 Windstone Drive,Northbridge,MA,1534,,4,2.5,2507,1,20085,Vincent Leonardo,ERA Key Realty Services,(508) 234-0550,"Call List Agent, Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","Buyer's Agent MUST introduce buyer to project and accompany them to first meeting/showing, otherwise no commission will be paid.   New Construction located in a New Neighborhood, on Windstone Drive, in Northbridge, MA. Come check out this New, 2500 sq ft, 4 bedroom home, and put your own finishing touches on it!  Construction could be completed in approx 90 days. There's time to select your countertops, kitchen appliances & bedroom carpets. This quality crafted, well planned, well built, new home features 2x6 construction, and uses high quality building products such as, Energy Rated Vinyl Harvey Windows & Hardi-Plank cement board exterior siding (paint it if you wish, or just wash when needed). This House will have an Energy Rating upon completion! Spacious open 1st floor living area, plenty of room to spread out; while a formal living room, 1st floor office & 4 good size bedrooms, offer a quiet get-away from the daily grind!   Dotloop created.  Listing Agent is related to Seller.",Colonial,1,2,"Forced Air, Propane, Hydro Air",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Other (See Remarks);Appliances:Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame, Conventional (2x4-2x6), Cement Board;Exterior:Fiber Cement Siding;Exterior Features:Porch, Deck;Insulation:Full, Fiberglass, Blown In, Mixed, Fiberglass - Batts, Fiberglass - Loose;Electric:110 Volts, Circuit Breakers, 200 Amps;Interior Features:Finish - Sheetrock;Hot Water:Propane Gas, Tankless;",SF,Windstone Drive,2,Lot 2,http://media.mlspin.com/photo.aspx?mls=72260422
791,72260446,CTG,284900,,12/01/2017,,,80,70,167 Cocasset St,Foxboro,MA,2035,,2,1,987,67,40000,Susan Marshall,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,"Lock Box, Schedule with ShowingTime or call 888-627-2775","One Level Living in Foxboro conveniently located near major highways, stores and restaurants. This home has been in the same family and was built by the owner. This is a cozy ranch with just about an acre of land that is situated on a corner lot lined with stone walls, mature tree loads of potential. This is a two-bedroom home with hardwood floors, fireplace in the  living room, small office/den off the kitchen and a full basement with fireplace. Title V done. Gas on street. New Oil Tank  (2 yrs), Weil McLean Furnace (5 yrs), newer windows. Price reflects work needed. Large lot with lots of potential. House needs some TLC and is being sold in ""AS IS"" condition. Will not qualify for FHA or VA Loan. Cash or Rehab best",Ranch,1,0,"Hot Water Baseboard, Oil",,Igo,Ahern,Foxboro,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Laminate, Hardwood;Appliances:Range, Disposal, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Wood, Storage Shed, Screens, Stone Wall;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Oil;",SF,Cocasset St,167,167,http://media.mlspin.com/photo.aspx?mls=72260446
792,72260459,UAG,560000,,12/01/2017,,,9,9,8 Briarwood Drive,Westford,MA,1886,,3,2.5,2144,21,21246,Hanna Palmer,"Westford Real Estate, Inc.",(978) 692-4884,"Call List Agent, Lock Box, Appointment Required","Welcome home to this lovingly maintained 3 bedroom 2.5 bathroom colonial situated on a .48 acre lot in a cul-de-sac neighborhood. Hardwood floors throughout kitchen, dining room, foyer, living room, porch and first floor bath. Cozy up next to the gas fireplace in the carpeted family room with picture window, cathedral ceilings, ceiling fan and recessed lighting. Kitchen complete with granite countertops and gas stove. Enjoy summer nights in the 3 season porch featuring cathedral ceiling and ceiling fan leading to an open 12x12 deck. Formal dining and living rooms complete the first floor. Two story foyer leads to second floor which offers two large bedrooms and a master suite boasting walk in closet and private full bathroom. Partially finished basement has large open area and two walk in closets. There is no heat source in the basement or 3 season porch.",Colonial,1,2,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Deck - Composite, Gutters;Insulation:Full;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Briarwood Drive,8,8,http://media.mlspin.com/photo.aspx?mls=72260459
793,72260468,CTG,474900,,12/01/2017,,,194,76,75 Mill Street,Natick,MA,1760,,4,2,1472,68,10019,Brian Belliveau,Redfin Corp.,(877) 973-3346,"Call List Agent, Appointment Required","Stunning 4 bed 2 bath Cape, just a brisk 0.8 mile walk to the West Natick Train Station! The spacious granite kitchen with stainless steel appliances, pantry and gas cooking will impress! Spacious 1st floor with a living room with cathedral ceiling, dining room and fireplaced family room with beautiful bay window overlooking the pool, two bedrooms with built-in closet organizers and ceiling fans, a full bath, beautiful Brazilian Cherry hardwood floors, recessed lighting and crown molding! Two generously sized bedrooms, full bath, laundry and utility room rounds out the 2nd floor. Additional features included 2015 hot water tank, gas heating and central air. Large level fully fenced backyard with in-ground pool, triple-wide driveway for up to six cars, 2 storage sheds and well maintained pool with newer cover, liner, pump and filter highlights the exterior! This remarkable home is very convenient to Routes 9/90/128, Shoppers World and the Natick Mall!",Cape,1,0,"Forced Air, Gas",,Brown,Kennedy,Natick,"Basement:No;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Engineered Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Slab;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Pool - Inground, Storage Shed, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;",SF,Mill Street,75,75,http://media.mlspin.com/photo.aspx?mls=72260468
794,72260472,UAG,500050,,12/01/2017,,,0,0,14 Ridge Street,Berkley,MA,2779,,4,2.5,2176,1,69239,Joseph Malloch,"Proline Realty, Inc.",(508) 880-8999,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","Pierces Point Estates. New Construction!!! Berkley's newest neighborhood featuring 29 distictive home sites, all underground utilities, 1 1/2 + acre private lots. This Super Energy Efficient Custom Colonial with 2x12 bump-out, 2 car garage, 4 bdrm, 2.5 bath home features an open floor plan, kitchen with granite counter tops, hardwood, carpet and tile floors, 2 zone Heat, A/C and more!! Country setting yet close to all area amenities and just minutes to major highways makes this setting perfect for everyone. Still time to make your own choices on cabinets, flooring and colors. All lots have deeded access to private beach, boat launch and dock access. Other lots and home styles available including 5 waterfront and many water view lots.",Colonial,1,2,"Forced Air, Propane",,Berkley Comm,Berkley Middle,"THS, BP, BA, CC","Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Gutters, Professional Landscaping, Screens;Insulation:Full, Blown In;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Electric;",SF,Ridge Street,14,14,http://media.mlspin.com/photo.aspx?mls=72260472
795,72260483,CTG,629900,,12/01/2017,,,80,70,1 Thistle Road,Saugus,MA,1906,,5,3,3150,29,10001,Spadafora Team,RE/MAX Andrew Realty Services,(781) 438-7220,"Call List Agent, Lock Box","Well maintained, large, cape-style home. This is a legal 2-family, but would also be well suited to an extended family, it feels like a single family with an in-law unit. Larger (or owner's unit) has 7 rooms, 4 bedrooms, huge fireplaced living room and large fully applianced eat-in kitchen, 2 full baths, and unfinished basement. Large deck off the kitchen overlooks the beautifully kept yard. The 2nd unit is at garden-level and has direct walk-in access from the back yard along with its own separate 2-car driveway. The home was built in 1989, so it is lead free. Great opportunity if you are looking for a large home with in-law, in quiet, set back neighborhood.",Cape,,0,Oil,,,,,Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Thistle Road,1,1,http://media.mlspin.com/photo.aspx?mls=72260483
796,72260528,UAG,229000,,12/01/2017,,,2,2,6 Harth Ln,Yarmouth,MA,2673,,3,1.5,1227,50,8712,T. Harry Eliopoulos,TE Realty Group,(508) 617-0546,Call List Office,House sold as is,Ranch,,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:Frame, Block;Exterior:Shingles, Wood, Vinyl;Exterior Features:--;Insulation:--;Electric:110 Volts;Interior Features:--;Hot Water:Natural Gas;",SF,Harth Ln,6,6,http://media.mlspin.com/photo.aspx?mls=72260528
797,72260568,UAG,199000,,12/01/2017,,,24,7,30 Anawan,Brockton,MA,2302,,4,1.5,1584,48,10018,Radhy Pena,Pondside Realty,(617) 524-6900,"Call List Office, Call List Agent",***SHORT SALE***  All terms subject to 3rd party lender approval  Property sold as is.  Price is not yet approved.  Please allow up to 90 days for short sale approval.  Buyer responsible for dealing with the tenants and obtaining smoke certificate.  Large raised ranch with tons of potential.  In-ground pool does not function.  Hardwood floors through most of property.  Kitchen and bath require TLC.  Great investment opportunity for the right handy man.  Do not miss out!,Raised Ranch,,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet;Appliances:Range, Refrigerator;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch;Insulation:--;Electric:220 Volts;Interior Features:--;Hot Water:--;",SF,Anawan,30,30,http://media.mlspin.com/photo.aspx?mls=72260568
798,72260580,CTG,120000,,12/01/2017,,,30,23,32 Reynolds Street,Ludlow,MA,1056,,3,1,1082,54,16640,Martin Dietter,Marty's Real Estate,(413) 543-6766,Other (See Special Showing Instructions),"Won't Last Long! Yellow Vinyl sided Ranch with 5 Rooms, 3 Bedrooms, and 1 Full Bath featuring a Large Rear Yard with Shed. *See attachment for PAS requirements and WFHM offer submittal information in MLS document section.",Ranch,1,0,Electric,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Electric, Tank;",SF,Reynolds Street,32,32,http://media.mlspin.com/photo.aspx?mls=72260580
799,72260631,UAG,155000,,12/02/2017,,,213,26,111 Lachine Street,Chicopee,MA,1020,,3,1,1147,67,6098,Leslie Brunelle,"Real Living Realty Professionals, LLC",(413) 567-3361,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","GREAT PRICE & LOCATION for this Cape Style home -  Perfect for those starting out or wishing to downsize,  Bright eat-in kitchen with all appliances and upgraded counters. Spacious dining room with hardwood floors. Oversized first floor living room with built-ins - it could be used as a master bedroom. First floor bedroom. Tiled bath with stackable washer/dryer to remain for Buyer's convenience. Second floor features 2 bedrooms with hardwood floors and storage space. The breezeway adds to your living space and opens to the fenced backyard. Home also features a security system, central air, one car garage. BRAND NEW Electrical panel installed. Home is located across the street from Ike Alpert Park and close to highways. Call today for a showing!",Cape,1,1,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed, Gutters, Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Electric, Tank;",SF,Lachine Street,111,111,http://media.mlspin.com/photo.aspx?mls=72260631
800,72260676,CTG,369900,,11/25/2017,,,86,70,23 Pine Knl,Southwick,MA,1077,,3,2.5,2483,25,42178,Arthur Javadian,"Interstate Realty Group, LLC",(413) 363-7807,Other (See Special Showing Instructions),"Meticulously maintained colonial on a huge flat lot in a fabulous neighborhood in Southwick! Property features open floor plan, hardwood floors in living room, dining room and all bedrooms, kitchen with granite counter top, central air, skylights, porch, deck, 2 car garage with door opener, huge shed, and so much more. No showings before Monday, January 8.",Colonial,1,2,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Composite, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Pine Knl,23,23,http://media.mlspin.com/photo.aspx?mls=72260676
801,72260706,CTG,349900,,12/02/2017,,,23,10,47 Bunnys Rd,Carver,MA,2330,,3,2,1540,40,30056,Linda Hutchins,William Raveis R.E. & Home Services,(781) 659-6650,"Call List Agent, Lock Box, Appointment Required, Sign, Pets on Premises","A bit of Paradise perched atop a gradually sloped lot between the bogs and Fresh Meadow Pond. Nothing left to do but move in and enjoy the views from this very bright and spacious home. The Open floor plan lends itself for easy entertaining extending out to an over sized deck for out door enjoyment. Interior staircases redone with reclaimed wood from the North End. Super location in a  Pond front community on a dead end street yet minutes from Rtes. 44 & 3. Shopping , golf courses, medical, etc all close by!  EASY to Show!  Please see attached doc for list of improvements!",Contemporary,1,0,"Hot Water Baseboard, Oil",,Carver,Carver,Carver,"Basement:Yes;Fireplaces:1;Roof:--;Floor:Wood, Tile;Appliances:Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood;Insulation:Fiberglass;Electric:200 Amps;Interior Features:--;Hot Water:Oil;",SF,Bunnys Rd,47,47,http://media.mlspin.com/photo.aspx?mls=72260706
802,72260708,UAG,514900,,12/02/2017,,,29,17,366 Maple St,Danvers,MA,1923,,3,2,1452,113,16379,Julian Nenshati,Eagle Realty Services,(781) 856-0796,"Call List Agent, Accompanied Showings, Other (See Special Showing Instructions)","Do you value the style, craftsmanship and the uniqueness of a home? Then this solid Mansard Colonial built in 1905 and stylishly updated offers it all. An entry hall invites you to the living room, the dining room and the kitchen all in one open floor plan with a cozy wood fireplace. House offers so many amenities beginning with a gorgeous chef's kitchen featuring an island all to use for cooking and as a breakfast nook. The heated 4 seasons sunroom will lead to a large deck with great views of the serene and large backyard. Garage has an under the level area that is a great storage place. Playroom in the basement has an exterior access to more use and privacy. Both full bathrooms are tiled and also have gorgeous hardwood flooring. House is located in a prime area on a quiet dead end street. It enables easy access to major highways and just a few min drive to downtown shops and restaurants.  Come and visit this move-in ready home and see for yourself! Do not miss!",Colonial,1,1,"Hot Water Baseboard, Gas, Other (See Remarks)",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Other (See Remarks);Floor:Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer, Refrigerator - ENERGY STAR;Foundation:Fieldstone;Construction:Frame;Exterior:Wood;Exterior Features:Deck, Deck - Vinyl, Garden Area;Insulation:Full;Electric:220 Volts, Circuit Breakers, 100 Amps, Other (See Remarks);Interior Features:Cable Available, Wired for Surround Sound, Other (See Remarks);Hot Water:Natural Gas;",SF,Maple St,366,366,http://media.mlspin.com/photo.aspx?mls=72260708
803,72260711,UAG,340000,,12/01/2017,,,19,11,5 Robert Arey Dr,Randolph,MA,2368,,4,1.5,1884,50,12000,Dora Chung,Success! Real Estate,(781) 848-9064,Call List Agent,"Spacious solid 4 bedrooms Colonial.  Appealing updated kitchen with island. Awesome hardwood flooring in living room, dining room and bedrooms. Newer windows.  Quiet neighborhood.  Close to shopping, restaurants, school, bank, etc. This is a Short-Sale transaction.  All Terms are Subject to Third Party Lender Approval.  Sold as is. Deadline for all highest & best offers is on 12/12/2017 at 4 pm.",Colonial,1,2,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood, Brick;Exterior Features:--;Insulation:--;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Robert Arey Dr,5,5,http://media.mlspin.com/photo.aspx?mls=72260711
