,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
866,72286727,CTG,449900,,2/28/2018,,,16,5,8 Anita Road,Peabody,MA,01960,West Peabody,4,1,1644,63,7200,Evelyn Rockas,Coldwell Banker Residential Brokerage - Lynnfield,(781) 334-5700,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Location! Welcome home to this four bedroom Pottery Barn Cape on a lovely dead end street in West Peabody perfect for young family or down sizing. Renovated spacious eat-in kitchen featuring granite counters with glass backsplash and stainless steel appliances overlooks composite deck, level fenced yard and pool for summer barbeques and fun. Entertain guests in the living room with cozy fireplace. First floor Master Bedroom for easy and convenient living. New full bath featuring granite and tile. Two additional rooms for bedrooms/office/exercise and sitting area on second level. Enjoy family in the finished lower level front to back family room/playroom featuring pellet stove. Hardwood floors, recessed lighting, updated Andersen windows, laundry with sink, 200 AMP electric, 2 sheds, insulated vinyl siding, roof (ten years young), plenty of storage and more. Near major routes, shopping, restaurants, schools and other amenities. Gas line brought to house. This won't last, come see!",Cape,1,0,"Forced Air, Oil",,,Higgins,PVMH,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Refrigerator - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Vinyl, Pool - Above Ground, Gutters, Storage Shed, Fenced Yard;Insulation:--;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Electric;",SF,Anita Road,8,8,http://media.mlspin.com/photo.aspx?mls=72286727
867,72286728,CTG,490000,,2/28/2018,,,16,5,128 Salman St,Boston,MA,02132,West Roxbury,3,1.5,1404,57,4749,Baker Realty Group,Keller Williams Realty,(617) 969-9000,"Call List Agent, Accompanied Showings, Appointment Required","Don't miss this 3-bedroom Cape/Split-level in one of West Rox's most convenient neighborhoods. Fully renovated kitchen includes stainless LG appliances, Thomasville maple cabinetry, quiet-close drawers, and pull-out pantry. New roof and siding added 2016. Updated bathroom includes new fixtures, tile, and heated fan. 2 gas fireplaces for warming up on those cold winter nights. Outside, find recently upgraded steps and improved driveway, plus a fully fenced backyard for privacy, complete with patio. Plenty of parks, shopping, and restaurants nearby, plus easy access to Washington Street, R1 109, VFW Parkway, I-95. 1/4 mile to public transport.","Cape, Front to Back Split",1,0,Forced Air,,BPS,BPS,BPS,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Vinyl;Exterior Features:Patio;Insulation:Unknown;Electric:200 Amps;Interior Features:--;Hot Water:Natural Gas;",SF,Salman St,128,128,http://media.mlspin.com/photo.aspx?mls=72286728
868,72286729,CTG,659900,,2/28/2018,,,16,6,79 EDGEWATER DRIVE,Waltham,MA,02453,,2,2,2159,68,7810,Hans Brings,Coldwell Banker Residential Brokerage - Waltham,(781) 893-0808,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","A Nature Lover's Paradise!!!  Enjoy the Water Views and Tranquility of the Incredible & Idyllic Angleside Peninsula in this Beautifully Remodeled yet Charm Filled Contemporary Ranch featuring a Newer Fireslate Gourmet Island Cathedral Ceiling Kitchen with Top Quality Stainless Steel Appliances, Gorgeous Open Floor Plan, Fireplaced Living Room and Dining Room with Built-In Shelving, Sunroom with Wetbar, Wine refrigerator, & Sliders to Rear Seated Deck, Finished Lower Level Walk-out Fireplaced Family Room & Bath, Newer 2010 Heat System, Newer 2015 Central AC, Nicely Landscaped Private Yard with Hot Tub & Perennials, Oversized Garage, Convenient to Mass Pike, Rt.128, Shopping, Commuter Rail, and Brandeis University, and SO MUCH MORE!!!  A True Oasis for anyone who wants to just kayak after a long day at work or just unwind with the view.  Welcome Home!","Contemporary, Ranch",1,1,"Hot Water Baseboard, Gas",,Stanley,McDevitt,Waltham HS,"Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Porch - Enclosed, Deck, Patio, Gutters, Hot Tub/Spa, Storage Shed, Screens;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available, Wetbar;Hot Water:Natural Gas, Tank;",SF,EDGEWATER DRIVE,79,79,http://media.mlspin.com/photo.aspx?mls=72286729
869,72286730,CTG,599000,,2/28/2018,,,16,7,41 Morgan Street,Melrose,MA,02176,Melrose Highlands ,3,1.5,2183,113,4860,Christine Norcross & Partners,William Raveis R.E. & Home Services,(781) 235-5000,"Call List Agent, Accompanied Showings, Schedule with ShowingTime or call 888-627-2775","OH  MARCH 3 & 4 (12- 2pm). Desirable Melrose Highlands perfect for commuters!  Melrose Schools!  This is a lovely, well-maintained home! Fantastic location, close to parks, schools, shops, restaurants and commuter rail. This Charming Gambrel Dutch Colonial has 7 rooms /3 bdrms. & 1.5 baths located on a quiet side street. welcoming enclosed front porch greets you and leads you to the foyer. The foyer has a beautiful built-in wood storage bench  The first floor has a lovely front to back living room with a wood burning fireplace and beamed ceilings leading into a separate dining room for private dining. The kitchen has charming wood cabinetry including a pantry with access to a wood deck overlooking a fenced backyard & 2-car garage.   The master bedroom has hardwood floors and is conveniently located directly across from an updated full bath. 2 other bedrooms have w/w carpet and a 4th is currently used as an office. Walkup unfinished attic for future use.",Gambrel /Dutch,1,2,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Fieldstone;Construction:Frame;Exterior:--;Exterior Features:Porch - Enclosed, Deck - Wood;Insulation:--;Electric:--;Interior Features:Cable Available, Walk-up Attic;Hot Water:Natural Gas;",SF,Morgan Street,41,41,http://media.mlspin.com/photo.aspx?mls=72286730
870,72286739,CTG,524900,,2/28/2018,,,16,5,694 Haverhill,Reading,MA,01867,,4,2,1456,69,16948,Bobbie Botticelli,Colonial Manor Realty,(781) 944-6300,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Sure to be the hottest ticket in town.  Lovingly maintained and beautifully renovated best describes this pretty full shed cape. From a stunning  updated kitchen and 2  bright ceramic tiled baths, to the freshly painted interior , all you need to do is place your furniture.  Enjoy entertaining in your open dining room and fireplaced living room. As a bonus, you will  enjoy the 3 season porch directly attached to the living room..  The 2nd floor boasts 3 well sized bedrooms, all with ample closet space.  The master bedroom  features a great walk in closet. A custom new ceramic tiled floor and pristine ceramic tiled shower highlight  the bath. The home has a full shed dormer affording the second floor additional comfort. Surrounded by a rare totally useable flat lot ... the summer fun will be  endless. You'll love the benefit of  having the oversized 1 car lofted garage  with attached  garden shed. The uses are limited only by your imagination.  Crafters  hobbyists  delight.",Cape,1,1,"Central Heat, Hot Water Baseboard, Oil",,Call supt,Coolidge,RMHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Gutters;Insulation:Unknown, Fiberglass - Batts;Electric:220 Volts, Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Oil, Tank;",SF,Haverhill,694,694,http://media.mlspin.com/photo.aspx?mls=72286739
871,72286746,CTG,239900,,2/28/2018,,,16,5,166 Providence St,Mendon,MA,01756,,3,1,1000,51,30318,Trish Bergevine,Berkshire Hathaway HomeServices Page Realty,(508) 384-3435,Schedule with ShowingTime or call 888-627-2775,"Must see this beautiful one level ranch home!!!  Great Open floor plan with spacious living room w/wood stove and room for dining. Cabinet packed kitchen with Stainless Steel appliances.    Home office or perhaps third bedroom is open to the living area.  . Many updates including brand new three bedroom septic and  Seven year old heating system, . Enjoy the expansive deck and gazebo overlooking your private backyard.  This home is pristine and in move in condition. Great commuter location!!   Come see on Sunday March  4th, from 12:00 - 1:30.",Ranch,1,0,Hot Air Gravity,,,,,"Basement:No;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Slab;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Storage Shed, Gazebo;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Providence St,166,166,http://media.mlspin.com/photo.aspx?mls=72286746
872,72286755,CTG,329900,,2/28/2018,,,16,5,11 Williams Rd,Grafton,MA,01536,,4,2,1859,62,9148,The Goneau Group,Keller Williams Realty North Central,(978) 779-5090,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","This bright and spacious home is move in ready!  The updated mudroom entry has radiant heated flooring and sliders which lead you out to the large deck overlooking the fenced in back yard – permitting lots of room to play.  Open concept 1st floor allows you to maximize your space.  Beautifully updated kitchen with stainless steel appliances and flows easily to the dining room and living room, Plus fourth bedroom, could be office or den.Plenty of room for relaxing or entertaining.  Lovely staircase guides you up to large master, 2 more bedrooms and an additional full bath.  Two full baths, one car garage, fire pit, storage shed are just some of the amenities of this terrific home.  Minutes from train station and the Mass Pike, this is a commuter’s dream!",Cape,1,1,"Hot Water Baseboard, Oil",,North Grafton,Grafton,Grafton,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood, Wood Laminate;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Aluminum;Exterior Features:Deck - Composite, Storage Shed;Insulation:Mixed;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:--;",SF,Williams Rd,11,11,http://media.mlspin.com/photo.aspx?mls=72286755
873,72286757,CTG,719900,,2/28/2018,,,16,6,49 Danjou Drive,Marlborough,MA,01752,,5,4.5,3498,15,37166,The Goneau Group,Keller Williams Realty North Central,(978) 779-5090,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Beautiful executive colonial with custom in-law suite. This home is drenched in character and built with incredible details. Its exceptional layout has enough room for the whole family plus more! Dental molding, ceiling fans, and gleaming wood floors showcase just some its the elegant design. The desirable open concept floor plan provides for easy entertaining.  The impressive kitchen has wood floors, tile backsplash, maple cabinets, granite countertops, and a stunning kitchen island. Breathtaking large master bedroom with a full master bathroom containing a jacuzzi is perfect for those long days after work. Private entrance to the remarkable in-law suite that is perfect for your extended family or a small office. The walk out lower level features a second option for in- law, office, or nanny suite.  Meticulously landscaped property located on a cul-de-sac with easy access to the highway, bike trails, and parks in the area. Settle into this dream home!",Colonial,1,2,"Forced Air, Oil",,Francis J Kane,Whitcomb Middle,Marlborough Hig,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles, Other (See Remarks);Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Covered Patio/Deck, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Decorative Lighting, Garden Area;Insulation:Full;Electric:--;Interior Features:Cable Available;Hot Water:Oil;",SF,Danjou Drive,49,49,http://media.mlspin.com/photo.aspx?mls=72286757
874,72286762,CTG,449999,,2/28/2018,,,16,7,392 Belmont St,Quincy,MA,02170,Wollaston,3,1,1158,78,3506,Carolyn Cahill,William Raveis R.E. & Home Services,(617) 322-3933,"Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Holding out for character and charm? We don't think that's too much to ask either.  That's why we fell in love with this 1940's Cape set near the top of Wollaston Hill with seasonal views of Furnace Brook Golf Course.  Character and craftsmanship throughout this efficient floor plan.  First floor living if needed and room to expand the second floor a bonus.  Current owners appreciated having room for their piano and home office.  So if you are also searching for a flexible floor plan come check out this smashing new listing! Walking distance to public transportation means you can leave the car in the garage.  Systems have been updated along with the kitchen and bath, allowing you to cozy up by the fireplace and be happy your home search is over!  Stop by one of the three open houses, everyone will have a chance to see this gem, offer deadline is Monday March 5th by 6pm.",Cape,1,1,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio, Garden Area, Stone Wall;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Natural Gas;",SF,Belmont St,392,392,http://media.mlspin.com/photo.aspx?mls=72286762
875,72286770,CTG,449900,,2/28/2018,,,16,5,31 Orchard Rd,Marshfield,MA,02050,,4,2,1999,51,20042,Tracey Griffin,Century 21 Tassinari & Assoc.,(508) 747-1258,Schedule with ShowingTime or call 888-627-2775,"OPEN HOUSE SATURDAY MARCH 3RD 12 pm-2 pm and SUNDAY March 4th from 12-2 pm.  Located in the Blackmount neighborhood, this open living style home has so much to offer the growing family or buyer that entertains.   This appealing four bedroom, two full bath home offers beautiful hardwood floors throughout the entire house, updates in baths, freshly painted, and so much more.  Security system, generator, central a/c, as well as newer furnace are just some of the extras this home offers. New septic system installed in 2009 as well as electrical updated to 200 amp. Partially finished basement for added space.  Enjoy summer cookouts in this expansive, well manicured yard which includes an over sized shed for all your gardening needs.  Close to downtown shopping district, walking distance to the Audubon Society bird sanctuary and Green Harbor golf course makes this a perfect location!",Gambrel /Dutch,1,0,"Forced Air, Gas",,Gov Winslow,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood;Appliances:Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck - Wood, Storage Shed;Insulation:Full;Electric:--;Interior Features:Security System;Hot Water:Natural Gas;",SF,Orchard Rd,31,31,http://media.mlspin.com/photo.aspx?mls=72286770
876,72286772,CTG,599000,,2/28/2018,,,16,8,25 Countryside Ln,Reading,MA,01867,,3,2.5,1645,41,10032,Christine Curtin,Better Homes and Gardens Real Estate - The Shanahan Group,(781) 729-9030,"Call List Office, Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Bring your wish list and be prepared to check every box.  This beautifully modern West Side split entry has been meticulously maintained and scrupulously updated, utilizing the finest materials.  The entire main level is just three years old, featuring a granite-and-stainless, cook's kitchen leading to an oversized mahogany deck, show-stopping, bamboo hardwood floors, and an inviting living and dining room. Three bedrooms, including a master with en suite half bath and a full hall bath complete the main level. Imagine cozy evenings in front of the wood burning fireplace in the downstairs family room.  A full bath and laundry area plus storage and easy garage access open a world of possibilities for the lower level. Outdoors, enjoy quiet living on a small cul-de-sac and your nearly quarter acre, professionally landscaped lot. All this in a commuter's dream location with easy access to Routes 128 and 93.",Split Entry,1,2,"Central Heat, Hot Water Baseboard, Oil",,Joshua Eaton*,Parker,RMHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Hardwood;Appliances:Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Professional Landscaping, Screens;Insulation:Full, Fiberglass, Blown In, Cellulose - Sprayed, Fiberglass - Batts;Electric:110 Volts, Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Tank;",SF,Countryside Ln,25,25,http://media.mlspin.com/photo.aspx?mls=72286772
877,72286786,CTG,499900,,2/28/2018,,,16,6,31 White St,Weymouth,MA,02190,South Weymouth,4,3,2200,118,18818,Anne Fitzgerald,William Raveis R.E. & Home Services,(781) 659-6650,"Call List Agent, Lock Box","Simply beautiful! Character abounds in this charming cape within walking distance to Columbian Square.Lovingly updated and maintained throughout.Offering alluring details such as updated kitchen with  granite counters, stainless appliances, gas stove, roomy breakfast bar and it's own butler's pantry! Hardwoods / wide pine floors throughout almost every room.First floor master with alternative 2nd floor master suite, a great option for extended family, teen suite or au pair suite. Claw foot tub in 1st floor bath is such a treat! Beautiful beamed ceilings in so many spaces. Spacious living room with fireplace features both an office nook and separate reading nook, or for a change of space relax in the warm, tranquil family room.Entertain in dining room with fireplace glowing. 1st floor laundry room. Three season porch conveniently located off of kitchen spills into expansive back yard for everyone to enjoy.2-car garage with storage above.Too much to mention here. Welcome Home!",Cape,1,2,"Forced Air, Electric Baseboard, Gas",,,,Weymouth HS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Fieldstone;Construction:--;Exterior:Wood;Exterior Features:Porch - Enclosed, Storage Shed;Insulation:Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,White St,31,31,http://media.mlspin.com/photo.aspx?mls=72286786
878,72286790,CTG,699000,,2/28/2018,,,16,10,80 Screenhouse Ln,Duxbury,MA,02332,,4,2.5,2508,34,22651,Susie Caliendo,Waterfront Realty Group,(833) WRG-ROUP,Call List Agent,"Sun filled, open and inviting, this 4 bedroom Colonial is designed for entertaining. Gracious family room with cathedral ceiling, fireplace and gleaming hardwood floors leads to the sun room overlooking the inground gunite swimming pool, private, peaceful landscape and brick patio. Kitchen showcases granite, stainless appliances and flows into the dining room. First floor home office is inviting, also first floor laundry and powder room. The second floor features hardwood floors and owner's suite with walk in closet and recently renovated bath. Three additional bedrooms and a full bath complete the upstairs. The expansive back deck is a fabulous setting for summertime outdoor entertainment. Located in desirable Screenhouse Lane neighborhood, this home shows pride of ownership throughout. Finished lower level, freshly painted exterior and interior, central air, refinished hardwood floors, new roof, irrigation system and much more. A must see!",Colonial,1,2,"Hot Water Baseboard, Oil",,Alden/Chandler,DMS,DHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles, Wood;Exterior Features:Deck, Patio, Pool - Inground, Gutters, Storage Shed, Sprinkler System, Stone Wall;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Oil;",SF,Screenhouse Ln,80,80,http://media.mlspin.com/photo.aspx?mls=72286790
879,72286805,CTG,289000,,2/28/2018,,,16,9,15 Jeanne Ave,Mashpee,MA,02649,,2,1,850,51,9453,Leo Doyle,Oceanside Realty Group,(508) 681-4731,"Call List Agent, Accompanied Showings, Appointment Required","Adorable and Low Maintenance in a Great Location. Seasonal Peaks of John's Pond allows you to watch the Sun Rise over the water this time of year. Deeded Beach Rights just a few steps from the home, allows you to swim, boat, fish and relax all year round. The partially finished lower level, makes this two Bedroom home feel bigger. The deck, outdoor shower, fire pit, nice sized yard provide everything you need to enjoy the Cape Lifestyle. The home has a strong rental history and is being sold furnished.",Ranch,,0,"Forced Air, Gas",,,,,Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas;,SF,Jeanne Ave,15,15,http://media.mlspin.com/photo.aspx?mls=72286805
880,72286812,CTG,499000,,2/28/2018,,,16,5,1 Seaflower Ln,Marshfield,MA,02050,,4,2.5,2164,44,21039,Marybeth Davidson,William Raveis R.E. & Home Services,(781) 934-2104,"Call List Office, Appointment Required, Sign","MANY INQUIRIES...OPEN HOUSE IS ON TODAY, SUNDAY 3/4, 1-3 PM! This fantastic four bedroom Colonial is located on sought-after Seaflower Lane. This neighborhood is close to the Duxbury line and Beach, has stunning Powder Point Bridge, Green Harbor and marsh views, features a double cul-de-sac and is in the Governor Winslow school  District. This comfortable home has vaulted ceilings,skylights, newly refinished wood floors and recently replaced carpets,fresh interior paint, a wood burning fireplace, private master suite and a four season sunroom. Don’t miss the two car garage, granite steps and stone walls, inground pool, larger level side yards, outdoor shower and 9 zone irrigation system. Act fast! This is a fantastic home, price and opportunity!",Colonial,1,2,"Hot Water Baseboard, Oil",,Governor Winslo,Furnace Brook,Marshfield High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch - Enclosed, Pool - Inground, Storage Shed, Sprinkler System, Outdoor Shower, Stone Wall;Insulation:Full;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Seaflower Ln,1,1,http://media.mlspin.com/photo.aspx?mls=72286812
881,72286818,CTG,1249000,,2/28/2018,,,16,5,109 GROVE STREET,Lexington,MA,02420,,3,2.5,2410,118,31742,Amie Pettengill,Coldwell Banker Residential Brokerage - Lexington,(781) 862-2600,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Stunning Farmhouse Colonial with exceptional Upgrades and New Addition. Beautifully sited on a 3/4 Acre lush yard with Blue Stone Patio and private walking trail to the New Estabrook Elementary School. Sun splashed Gourmet Kitchen boasts Granite Center Island, Gas Fired, Stainless Steel Appliances and direct access to large Family Room with Gas Fireplace, Marble surround and access to the yard. The New Master Suite showcases Cathedral Ceiling, gleaming Hardwood Floors, walk-in closet and New Marble Bath; complete with marble double vanity, marble shower and soaking tub. The third floor walk-up attic is newly insulated with blown in cellulose and would make great space for another bedroom, office or playroom.  This complete package that is truly 'Turn Key' and a must see!","Colonial, Farmhouse",1,1,"Hot Water Baseboard, Oil",,TBD,TBD,LHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Composition Shingles;Floor:Wood, Tile, Marble;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator - ENERGY STAR, Dryer - ENERGY STAR, Dishwasher - ENERGY STAR, Washer - ENERGY STAR, Cooktop - ENERGY STAR;Foundation:Fieldstone;Construction:Frame;Exterior:Clapboard, Vinyl;Exterior Features:Porch, Patio, Gutters, Professional Landscaping, Sprinkler System, Decorative Lighting, Fenced Yard;Insulation:Full, Fiberglass - Batts, Spray Foam;Electric:200 Amps;Interior Features:Security System, Cable Available, Walk-up Attic, French Doors;Hot Water:Oil, Tank;",SF,GROVE STREET,109,109,http://media.mlspin.com/photo.aspx?mls=72286818
882,72286821,CTG,449000,,2/28/2018,,,16,2,10 Melva Street,Yarmouth,MA,02664,South Yarmouth,3,2,1320,1,8712,Danny Griffin,Griffin Realty Group,(508) 362-1444,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","New construction! Just minutes to a fantastic selection of South Side beaches, this rare brand new ranch style home will feature 3 bedrooms and 2 full baths with a first floor laundry. Additional construction features will include white cedar shingles, Anderson windows, hardwood and ceramic tile flooring, gas heating, cooling and cooking. Additional bonus features a basement with oversized, south facing egress windows perfect for expansion as well as room to add a one car pre-permitted garage! Construction is under way, it's time to pick your colors!",Ranch,,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck - Wood, Gutters, Screens, Outdoor Shower;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas, Tank;",SF,Melva Street,10,10,http://media.mlspin.com/photo.aspx?mls=72286821
883,72286823,CTG,419000,,2/28/2018,,,16,9,10 Sequoia Rd,Tyngsborough,MA,01879,,2,2,2072,25,36663,Courtney Rourke,Z. R. Rourke Real Estate,(978) 729-0321,"Call List Agent, Lock Box, Appointment Required, Sign","Well maintained Cape located in a desirable neighborhood in Tyngsboro.   This home features two bedrooms, large walk-in cedar closet, two baths, kitchen, dining room, living room, a great room, and a 3-Season porch off of the kitchen.  The eat in kitchen with granite, stainless steel appliances, and a breakfast bar opens to the living room with a brick log fireplace.   Hardwood flooring throughout the living room, formal dining room and the spacious great room with cathedral ceilings and a gas fireplace.  The basement is partially finished with a laundry room, walk-in closet, and another room which could be finished, additional closet space, and a large area for storage.   The home has central AC, an alarm system, irrigation and a one car garage with remote and a sizable driveway for plenty of additional parking.   Private wooded backyard which abuts conservation land with walking trails to Lake Mascuppic.    First showings will begin at the Open House on Sunday, March 4, 2018.",Cape,1,1,"Forced Air, Gas",,Tyngsborough,Tyngsborough,Tyngsborough,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Gutters, Sprinkler System;Insulation:Full;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;",SF,Sequoia Rd,10,10,http://media.mlspin.com/photo.aspx?mls=72286823
884,72286830,CTG,449900,,2/28/2018,,,16,6,107 Greenwood St,Wakefield,MA,01880,,2,1.5,1578,106,10113,Catherine Wilson,Wilson Wolfe Real Estate,(978) 658-2345,"Lock Box, Schedule with ShowingTime or call 888-627-2775","Meticulously kept & move in ready sits this lovely 6 rm colonial w/gleaming hard pine flooring, family room addition great for gatherings or relaxing quiet evenings by the gas fireplace, during the day the large windows fill the room with sunlight.The Living room and dining room neighbor each other and are ideal for entertaining. A half bath and a step saver kitchen round off the first floor. Beautifully detailed early century staircase adds to the charm of this home& leads to spacious bedrooms & full bath on the 2nd floor. Large deck w/ wide staircase escorts you to a level yard, one car garage & plenty of off street parking, Farmers porch further adds to the character of this Wakefield home. Ideal location close to major roadways & minutes to commuter rail. Be the new lucky owner of this amazing home and become a part of what  Wakefield has to offer w/ its vibrant downtown filled w/shops & restaurants and enjoy the beauty of Lake Quannapowitt.",Colonial,1,1,"Hot Water Baseboard, Gas",,greenwood,galvin,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Laminate, Hardwood;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Asbestos;Exterior Features:Porch, Deck, Gutters, Professional Landscaping, Screens, Fenced Yard;Insulation:Fiberglass;Electric:Fuses, Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas, Tank;",SF,Greenwood St,107,107,http://media.mlspin.com/photo.aspx?mls=72286830
