,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1578,72083567,SLD,1295000,1225000,10/19/2016,2/23/2017,,96,83,119 Everett Street,Natick,MA,01760,South Natick,4,4.5,4272,2,55974,Debi Benoit,Benoit Mizner Simon & Co. - Wellesley - Central St,(781) 237-8181,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Stunning Colonial in sought after South Natick beautifully sited on over an acre of land overlooking professionally landscaped yard with views of surrounding meadows. Inviting front porch welcomes you to this newly constructed home with open floor plan. Front foyer leads to formal living and dining room with wainscoting, gorgeous expansive kitchen with center island, dining area with exterior access to large deck for all your entertaining needs. Generous family room with plantain shutters and fireplace, handsome office with french doors complete the first floor. Large Master suite with spa like bath featuring luxurious soaking tub  provides a private retreat. Second floor includes three additional bedrooms, with ensuite and Jack and Jill bathrooms. Lower level provides flexible living with large playroom, exercise room and exterior access to private patio. Fabulous opportunity to be part of all that Natick has to offer!",Colonial,1,3,Forced Air,,Memorial,Kennedy,NHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Refrigerator - Wine Storage;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Fiber Cement Siding;Exterior Features:Porch, Deck, Patio, Gutters, Professional Landscaping, Sprinkler System;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Everett Street,119,119,http://media.mlspin.com/photo.aspx?mls=72083567
1579,72083837,SLD,699900,665000,10/20/2016,2/23/2017,,47,47,8 Wakeland Road,Dover,MA,02030,,4,2,2589,58,45568,Barber Real Estate Group,William Raveis R.E. & Home Services,(781) 235-5000,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Expanded cape with full shed dormer set on a quiet street with over an acre of level cleared yard.The formal living room welcomes you with surprisingly high ceilings, hardwood floors and a fireplace that is open to the dining area. The kitchen has an island and the picture window over the sink looks out on the private backyard & in-ground pool with cabana. The first floor also offers a family room, sun room, full bath & 4th bedroom or office. The second floor has hardwood floors throughout, 3 bedrooms and full bath. The lower level has a spacious fireplaced playroom, laundry & ample storage. This well cared for home also has central a/c, 10 year young roof, newer replacement windows & hot water tank. Located on private dead end street on South Natick/Wellesley/Needham side. Minutes to public transportation plus Dover’s top rated schools. Brand new septic to be installed prior to closing. A Terrific Value!",Cape,1,2,"Forced Air, Oil",,Chickering,Dover-Sherborn,Dover-Sherborn,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Deck, Pool - Inground, Cabana, Gutters, Storage Shed, Screens, Fenced Yard;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available;Hot Water:Tank;",SF,Wakeland Road,8,8,http://media.mlspin.com/photo.aspx?mls=72083837
1580,72084272,SLD,225000,230000,10/21/2016,2/23/2017,,43,29,246 South St,Holbrook,MA,02343,Brookville ,2,1.5,1208,77,10200,Jim Reichert,Keller Williams Realty Signature Properties,(781) 924-5766,"Call List Agent, Lock Box, Appointment Required","Buyer's Financing fell thru Tremendous chance for first time buyer, ,Solid home with newer windows, and roof. has private well for the yard and gardens. hardwood floors on 1st floor, fireplace living room, great 1st floor laundry with 1/2 bath. you may want to do some updating but well worth it.designated eating area off the living room, current dining room was originally a bedroom   Sewer is available",Cape,1,1,"Steam, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Storage Shed;Insulation:Unknown;Electric:220 Volts, Circuit Breakers;Interior Features:--;Hot Water:Tank;",SF,South St,246,246,http://media.mlspin.com/photo.aspx?mls=72084272
1581,72084983,SLD,309000,304000,10/24/2016,2/23/2017,,211,40,4 Silva Street,Carver,MA,02330,,5,3,1978,42,32670,Nanette LaChimia,RE/MAX Spectrum,(508) 746-8402,"Lock Box, Accompanied Showings, Sign, Schedule with ShowingTime or call 888-627-2775","Wow 10 Rooms, 5 bedrooms, 3 baths, family room, bonus room. This home has a versatile floor plan, Master can be on 1st or 2nd floor. Nice level 3/4 acre yard . Enclosed screen porch, double decks and shed.   This lovingly cared for home, has been the pride of only one family, but is now  looking for its new family, Updates include refinished hardwoods (September 2016) , downstairs interior freshly painted( September 2016), new carpets( September 2016),  roof  approx. 2009,  updated septic system (2007). New well pump July (2012) Updated baths (2012), and upstairs floors. Minutes to Rte # 3 and 44, Local shopping, Churches, and schools. Great home, Great location, Great price $309,000.",Gambrel /Dutch,1,0,"Forced Air, Gas",,Gov John Carver,Carver Middle,Carver High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch - Enclosed, Deck, Gutters, Storage Shed, Screens;Insulation:--;Electric:--;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Silva Street,4,4,http://media.mlspin.com/photo.aspx?mls=72084983
1582,72085114,SLD,375000,365000,10/24/2016,2/23/2017,,77,77,9 Spinnaker,Bourne,MA,02559,Pocasset,4,1.5,2416,37,20037,Stacey Rivet,William Raveis R.E. & Home Services,(508) 563-5100,"Call List Agent, Accompanied Showings, Appointment Required, Pets on Premises","This is the one you have been waiting for!  Stunning 4 Bedroom Over-sized Cape with Finished Sun Room and Four Car Garage!  This is not your typical Cape!  The home was designed with a large finished multi-purpose area between the Kitchen and Garage.  Off the Back is a Beautiful Finished Sun Room.  Kitchen with Corian Counters and Breakfast Bar.  Completing the first Floor - Open Dining Room, Living Room, Bedroom and half bath. Upstairs Front to back Master with skylight, two additional bedroom and full bath.  Basement with multiple built ins for storage has been rough framed.  Yard is filled with Perrenials and out back you will find a stone patio and a fenced in back yard.  Garage is 42 x 22 - Awesome.  Hardwood Floors and Tile throughout the entire house. Brand New High Efficiency Gas Furnace, Brand New 4 Bedroom Septic, Newer Siding, Roof and More.  You will LOVE this house!!",Cape,,4,"Central Heat, Gas",,Peebles,Bourne MIddle,Bourne Middle,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles;Exterior Features:Porch, Porch - Enclosed, Patio, Gutters, Fenced Yard;Insulation:Full;Electric:110 Volts;Interior Features:--;Hot Water:Natural Gas;",SF,Spinnaker,9,9,http://media.mlspin.com/photo.aspx?mls=72085114
1583,72086110,SLD,349900,343000,10/26/2016,2/23/2017,,77,63,63 Shady Lane Ave,Northborough,MA,01532,,4,2,1512,36,28275,Robert Toomy,RE/MAX Best Choice,(508) 366-0008,Other (See Special Showing Instructions),"****BUYER BACKED OUT**** Come see this amazing 4 bed, 2 bath home nestled in a private, neighborhood setting! This home features spacious rooms throughout and many, many recent updates. The home had a new roof installed in 2015 with front and back roof heating coils hardwired into the house and new vinyl siding installed in 2013! Inside, the home features a new, high-end furnace and new water heater so the heating system components are incredibly efficient! Once you've moved in and summertime rolls around next year, you'll be very thankful the home has central air! The windows have all been updated as well! The finished basement with walkout access features multiple, oversized rooms with brand new carpets just installed this week! The oversized master bedrooms includes a vaulted ceiling, oversized closet, skylight and access to a hollywood bathroom! This home is situated in an awesome neighborhood and includes a private backyard with access to conservation land!",Cape,,0,"Forced Air, Oil",,Lincoln,Melican,Algonquin,"Basement:Yes;Fireplaces:0;Roof:--;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet, Laminate, Hardwood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Shady Lane Ave,63,63,http://media.mlspin.com/photo.aspx?mls=72086110
1584,72086418,SLD,189900,189900,10/27/2016,2/23/2017,,83,68,48 Vail St,Springfield,MA,01118,East Forest Park,3,1.5,1538,29,5001,Colleen Westberg,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,"Call List Agent, Lock Box, Appointment Required, Sign","Updated and ready to be moved into!  This one-owner Contemporary Cape has endless updates. Open kitchen with granite counters, tile flooring, remodeled, large split bathroom (2013) opens to the master bedroom, new HWT (2016), Pella wooden replacement windows throughout and freshly painted interior!  The lower level game room has built-in toy boxes and new wall to wall carpeting.  All of the bedrooms have great closets.  Next Spring will be fabulous on the trex deck with built-in benches and railings,  that steps down to a patio and above-ground 24 x 15 gas heated (on a timer) swimming pool!  BUYER BROKER BONUS OF $1500 IF CLOSED BY 1-31-17 OR $1000 BONUS IF CLOSED BY 2-28-17!",Cape,1,1,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Patio, Pool - Above Ground, Gutters, Sprinkler System, Screens, Fenced Yard;Insulation:Mixed;Electric:Circuit Breakers, 100 Amps;Interior Features:Security System, Cable Available;Hot Water:Natural Gas, Tank;",SF,Vail St,48,48,http://media.mlspin.com/photo.aspx?mls=72086418
1585,72086445,SLD,389900,380000,10/27/2016,2/23/2017,,123,92,9 David,Pelham,NH,03076,,3,2.5,2595,30,102366,Rhonda Winn,Better Homes and Gardens Real Estate - The Masiello Group,(603) 434-2374,"Call List Office, Call List Agent, Lock Box, Appointment Required","Motivated Seller and quick close. Seller has priced this property with updates in mind. Property is currently assessed at $465,000. Enjoy a large private lot with barn with its own heat and water. This oversized Cape has 1st floor living with options for an additional 900sqft to expand 2ndFlrand a full basement waiting for you finishing touches. his beautiful sought after cul-de-sac neighborhood is centrally located for those who commute. Truly a well maintained home with 3 bedrooms, 2.5 baths are all on first floor with closets galore as well as the huge open concept with sunroom, dining room, living room, office, sitting room and more looking a large private lot. Huge 2nd floor with plywood floor and framed just waiting for your ideas to add your master suite, man cave and/or game room. The possibilities are endless. This property also includes a 3 car  garage, a Reeds Ferry shed with a/c, and an automatic generator system, all set on more than 2.5 acres of private grounds. Come one,",Cape,1,3,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Clapboard;Exterior Features:Porch - Enclosed, Storage Shed, Barn/Stable, Professional Landscaping, Horses Permitted;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil;",SF,David,9,9,http://media.mlspin.com/photo.aspx?mls=72086445
1586,72086524,SLD,209000,192500,10/27/2016,2/23/2017,,71,57,102 EDGEWORTH AVE,Providence,RI,02904,,2,2,1500,50,16000,John P. Viveiros,RE/MAX Right Choice,(508) 677-3629,"Accompanied Showings, Appointment Required, Pets on Premises","SPACIOUS RANCH WITH NEW AGE FLAIR FEATURES OPEN FLOOR PLAN, CATHEDRAL CEILINGS, HARDWOOD FLOORS, GRANITE BAR; SEPARATE DINING AREA, BREAKFAST NOOK AND DECK. THE SPACIOUS BEDROOMS HAVE GORGEOUS HARDWOOD FLOORS WITH PLENTY OF CLOSET SPACE. THIS HOME ALSO HAS A PARTIALLY FINISHED BASEMENT WITH AN OFFICE, FULL BATH AND LAUNDRY HOOK UP. THIS WELL MAINTAINED HOME IS SITUATED ON A PRIVATE FENCED YARD AT THE TOP OF A DEAD END STREET AND IT’S CLOSE TO HIGHWAY ACCESS AND SHOPPING.",Ranch,1,1,"Hot Water Baseboard, Oil, Electric",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Laminate, Hardwood, Stone / Slate;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Concrete Block, Irregular;Construction:Frame;Exterior:Aluminum;Exterior Features:Porch, Deck, Gutters, Storage Shed, Fenced Yard, Stone Wall;Insulation:Fiberglass;Electric:--;Interior Features:Security System;Hot Water:Tank;",SF,EDGEWORTH AVE,102,102,http://media.mlspin.com/photo.aspx?mls=72086524
1587,72091038,SLD,129900,124000,11/8/2016,2/23/2017,,42,42,61 Shattuck Road,Russell,MA,01071,,1,1,950,68,10875,Augusta Taylor,Park Square Realty,(413) 568-9226,"Call List Agent, Appointment Required, Sign",Cute Ranch located on quiet street. Perfect starter home or retirement home. Corner 1/4 acre lot. Enclosed breezeway could be converted to another living space. Much potential here. Worth a visit. This home could be so charming with a few updates.,Ranch,1,1,Oil,,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Wall to Wall Carpet, Vinyl / VTC;Appliances:Range, Microwave, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Porch - Enclosed;Insulation:Partial, Fiberglass, Unknown;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil, Tank;",SF,Shattuck Road,61,61,http://media.mlspin.com/photo.aspx?mls=72091038
1588,72091229,SLD,399900,390000,11/9/2016,2/23/2017,,94,80,32 Elm Street,Pepperell,MA,01463,,4,2.5,2598,34,208938,Kayla Nault,Central Mass Real Estate,(877) 537-9997,Call List Agent,"Private homes like this are hard to come by! Starting from the generous kitchen this home offers ample space and still has the charming home feel. A lengthy island draws the eye through the custom designed kitchen and over to a rustic corner fireplace. Granite counters and stainless appliances shine against the classic white cabinets and exposed brick fireplace. Off the kitchen is a formal dining room and large living room with another beautiful fireplace all with carefully refinished hardwood flooring. The master bedroom is the perfect retreat with hardwood flooring and a modern master bath. A double vanity, granite counters, and custom tiled walk in shower complete the master suite. Down the hall are three roomy bedrooms and a laundry area. A finished basement makes a great family room and office. Outside you will find an extensive yard with beautiful scenic views which is perfect for sledding in the winter and watching fireworks in July. There is even an area ready for farm animals",Cape,1,2,Forced Air,,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Hardwood, Pine;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Patio, Storage Shed, Barn/Stable, Professional Landscaping, Sprinkler System;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Elm Street,32,32,http://media.mlspin.com/photo.aspx?mls=72091229
1589,72091240,SLD,419000,410000,11/9/2016,2/23/2017,,70,57,528 Essex Avenue,Gloucester,MA,01930,,3,2.5,1560,12,13357,Paula Murphy,Coldwell Banker Residential Brokerage - Gloucester,(978) 281-8808,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Move in ready 3 plus bedrooms, 3 baths, central air, 2 car  garage split level built in 2007.  Meticulously maintained this sweet new listing has an open concept floor plan with wood and tiled floors, metallic appliances, corian counters with sandstone tiled backsplash, French doors leading to a private rear deck, laundry room and much more.  Located on a small cul de sac off the highway this is a wonderful family home that could satisfy all ages and  stages of life.",Split Entry,1,2,"Hot Water Baseboard, Oil",,West Parish,O'Maley,Gloucester High,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles;Exterior Features:Porch, Deck, Gutters, Professional Landscaping, Decorative Lighting;Insulation:Unknown;Electric:220 Volts, Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Oil, Tank;",SF,Essex Avenue,528,528,http://media.mlspin.com/photo.aspx?mls=72091240
1590,72091667,SLD,354000,350800,11/10/2016,2/23/2017,,39,39,3 Ash St,Salem,NH,03079,,4,3,2161,25,14810,Craig Dufton,Keller Williams Realty,(603) 912-5470,Schedule with ShowingTime or call 888-627-2775,"Ready to move in 2100 square foot Cape has a great commuter location.  Four spacious bedrooms with 2 full baths and a 3/4 bath on the first level.  This cape has a master suite with walk in closet and a bathroom with dual vanity and spa tub.  Granite kitchen with breakfast bar and dining area looks out to your deck and the living room.  Downstairs has a finished family room as well.  Two car garage and a large shed with a tree house! Town water and sewer on a quiet road along with a set back corner lot that is close to all of Salem's amenities.  A few turns to 93 and route 28 makes this a great commuter location.  Minutes from Canobie Lake, schools and shopping, this is one house you do not want to miss.",Cape,1,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave, Refrigerator, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Wood;Insulation:--;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Electric;",SF,Ash St,3,3,http://media.mlspin.com/photo.aspx?mls=72091667
1591,72091726,SLD,275000,275000,11/10/2016,2/23/2017,,22,7,5 Aruda,Sandown,NH,03873,,3,1.5,2192,2,13900,Heather Machia-Gore,KSRJ - Signature Realty Group,(603) 819-4844,Call List Agent,"Wonderful new colonial home now under construction! Deeded beach rights to Angle Pond for year round living to enjoy everyday. This lovely home offers on the first floor living room and dining area with hardwood flooring. Full granite toped kitchen, slider to 12x12 deck, half bath (tiled) with laundry hook ups. Second level offer three generous bedrooms with choice of carpeting and a full tiled bath. Family room lower level is finished approx. 436 sq ft for added living. Attractive farmers porch and a one car garage complete your home. Come take a look and help with the finishes of your new home! Facsimile photo of similar home built.",Colonial,1,1,"Forced Air, Propane",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:--;Electric:200 Amps;Interior Features:--;Hot Water:Propane Gas;",SF,Aruda,5,5,http://media.mlspin.com/photo.aspx?mls=72091726
1592,72092468,SLD,139900,120000,11/11/2016,2/23/2017,,70,70,73 Eden,Ludlow,MA,01056,,4,1,1547,61,8233,Karen M. Manring,OPEN DOOR Real Estate,(978) 422-5252,"Call List Agent, Lock Box","Wonderful opportunity for the right buyer!  1547 square foot, full dormered, cape at the end of a dead end street and tucked up against a wooded area, with the Ludlow Country Club grounds beyond.  Needs a lot of TLC, but not so much that you can’t move in and do the work at your pace.  Hardwood floors in the first floor bedrooms, also in the living room but covered with carpeting.  Siding, windows, and roof were replaced in the past.  Town water and sewer, oil heat by hot water baseboard.  Second floor bedrooms do not have a heat source but appear to be plumbed for hot water baseboard. 3rd room on second floor would normally be a full bath.  Nice level back yard.",Cape,1,0,Hot Water Baseboard,,East Street,,Ludlow,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters, Screens;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Tank;",SF,Eden,73,73,http://media.mlspin.com/photo.aspx?mls=72092468
1593,72092799,SLD,144900,160000,11/13/2016,2/23/2017,,206,67,20 West St,Hanson,MA,02341,,4,2,1824,36,5793,Landmark REO Team,eXp Realty,(888) 854-7493,Schedule with ShowingTime or call 888-627-2775,Large colonial offers an opportunity to an investor or the owner occupant using a renovation loan. Buyer is responsible for the septic system installation and should conduct their research with the board of health regarding the septic system limitations.,Colonial,1,0,Forced Air,,,,,Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,West St,20,20,http://media.mlspin.com/photo.aspx?mls=72092799
1594,72094120,SLD,669000,635000,11/17/2016,2/23/2017,,49,35,31 Farm St,Canton,MA,02021,,4,2.5,3170,35,15899,Fouad Lebbos,Providence Real Estate,(781) 254-5603,"Call List Office, Call List Agent, Appointment Required","A gorgeous home with character, all the updates, while maintaining its classic charm. Many sought after features: eat-in kitchen with granite counter tops and stainless steel appliances; hardwood floors throughout the first and second levels; bright master bedroom with full bath, walk-in closet and walk-up full-size attic; screened in back porch and deck as well as an adorable front porch; spacious finished basement.  A beautiful neighborhood on one way street with 20mph speed limit.  Only a few minutes from I-93 and I-95.  Great school system for the kids.  A perfect home in every way!  3 zone Fujitsu system A/C and heat is installed on 08/17/16",Colonial,1,2,"Central Heat, Hot Water Baseboard, Oil, Electric",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Porch, Porch - Screened, Deck - Wood, Gutters, Screens;Insulation:Full, Fiberglass;Electric:110 Volts, 220 Volts, Circuit Breakers;Interior Features:Cable Available, Walk-up Attic;Hot Water:Oil;",SF,Farm St,31,31,http://media.mlspin.com/photo.aspx?mls=72094120
1595,72096031,SLD,247900,243000,11/23/2016,2/23/2017,,63,63,63 Lincoln Ave,Swansea,MA,02777,,3,1,982,64,8276,Troy Lewis,The New England Real Estate Resource Group,(508) 586-7368,"Go Direct, Appointment Required, Sign",OPEN  HOUSE Saturday 1/7/2016 12-1 pm BRAND NEW SEPTIC bring your check book to make an offer. Located in quiet town of Swansea properly priced to sell. Nicely rehabbed new kitchen cabinets granite counter tops  and NEW Stainless appliances hardwood floors and a bonus room in the basement.Park you car in the garage or use for your own shop. It is already for you to move in. Call today for a showing!!,Ranch,,1,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:0;Roof:--;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas, Other (See Remarks);",SF,Lincoln Ave,63,63,http://media.mlspin.com/photo.aspx?mls=72096031
1596,72096383,SLD,245000,240000,11/27/2016,2/23/2017,,43,43,1097 Hubbardston Rd,Barre,MA,01005,,3,2,1667,32,86970,Kim and Jay Team,William Neylon Real Est.,(978) 355-2154,Call List Agent,"This home is stunning and ready for you to call home!  Perfectly located on 2 acres, New roof, windows, doors, decks, well pump, complete septic system, plumbing and electric work, heating system, central a/c, geo-spring hot water, new/more insulation, finished basement, appliances, new kitchen, flooring, bathrooms and much more!!! Must see, easy to show, quick close available.",Raised Ranch,,0,"Central Heat, Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:Modular;Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters, Screens;Insulation:Full, Fiberglass, Blown In;Electric:220 Volts;Interior Features:--;Hot Water:Geothermal/GSHP Hot Water;",SF,Hubbardston Rd,1097,1097,http://media.mlspin.com/photo.aspx?mls=72096383
1597,72097374,SLD,319000,322000,11/30/2016,2/23/2017,,33,19,62 Laurel St,Gloucester,MA,01930,,3,1,1048,37,46174,Lillian LoGrasso,RE/MAX Advantage Real Estate,(978) 281-8005,"Call List Agent, Accompanied Showings, Appointment Required","West Gloucester - Set on over an acre of land, this 3 bedroom Cape has only had 1 owner since it was built in 1981!  This home offers wonderful space and flexibility as 2 of the 3 bedrooms are on the main level along with the living room and eat in kitchen.  Upstairs is the 3rd bedroom and an additional, large unfinished room for expansion possibilities! Some great potential with this property includes a large unfinished basement and a spot for what was supposed to be an attached garage at one point! The interior had all been recently painted, the roof is on the newer side as well as exterior painting, and with a little more love and attention, you can make this lovely home yours!  First showings at Open House this Sunday 12/4/2016 from 11-12:30pm.",Cape,1,0,"Central Heat, Electric Baseboard, Oil",,West Parish,O'Maley,GHS,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Tank;",SF,Laurel St,62,62,http://media.mlspin.com/photo.aspx?mls=72097374
1598,72097683,SLD,339900,335000,11/30/2016,2/23/2017,,58,44,11 Hampshire Cir,Methuen,MA,01844,,4,1.5,2060,88,8350,Christina Silva,LAER Realty Partners,(978) 475-4855,Schedule with ShowingTime or call 888-627-2775,"Welcome Home to this spacious colonial with lots of charm and character. This home has been owned by one family for over 50 years. It features 4 bedrooms, 1.5 baths and a flexible first floor layout. The first floor offers an updated kitchen with plenty of cabinets, a bright sun room,  the convenience of laundry hookups and an oversized living room which opens to the formal dining room with a classic built in hutch. Outside there is a two car detached garage. A great house with a great yard and a perfect commuter location minutes from 93, 213, and 495",Colonial,1,2,"Steam, Gas",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Dishwasher, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Hampshire Cir,11,11,http://media.mlspin.com/photo.aspx?mls=72097683
1599,72097687,SLD,749000,705000,12/1/2016,2/23/2017,,99,33,138 Weston Rd,Lincoln,MA,01773,,3,2.5,2160,58,64904,Tina O'Toole,Compass,(617) 206-3333,Call List Agent,"Add your updates to this private contemporary home, set on a 1.49 acre wooded lot. First floor features large front to back living room with fireplace, kitchen, dining room, play room/office, laundry room and a half bath. Upstairs enjoy another fireplace in the family room, second floor also has master bedroom with full bath, two additional bedrooms and a family bath. Relax and take in the peace and quiet outside on the 48 foot deck. Close to major highways.",Contemporary,,2,"Forced Air, Gas",,,,,"Basement:No;Fireplaces:2;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas, Tankless;",SF,Weston Rd,138,138,http://media.mlspin.com/photo.aspx?mls=72097687
