0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
969,72240965,RAC,739000,,10/10/2017,,,132,,13 Main St,Kingston,MA,2364,,8,4.5,4779,98,9251,Jean Sweeney,Conway - Plymouth,(508) 746-7500,"Call List Agent, Accompanied Showings, Appointment Required","Investment opportunity at the Plymouth/Kingston line, ocean views, four apartments including one town home, units have architectural character, high ceilings, fireplace, lovely moldings and French doors.  Property includes storefront commercial space recently renovated and rented at the front of the building on highly visible 3A, Main Street.   There is parking in rear, natural gas heat, town water and sewer, public bus line, walk to Cordage Park and minutes to MBTA!   The property has been carefully maintained and has many updates.",,,0,,,,,,,MF,Main St,13,13,http://media.mlspin.com/photo.aspx?mls=72240965
970,72241023,UAG,1500000,,10/10/2017,,,38,38,125 Pearl St,Cambridge,MA,2139,Cambridgeport,4,3,2546,164,3216,Gentile Visco Group,RTN Realty Advisors LLC.,(617) 835-0845,Schedule with ShowingTime or call 888-627-2775,"Developer's Dream! Located on highly desirable street in Cambridgeport, this 3 family home offers great potential. Two blocks from MIT. Minutes to Central, Harvard, and Kendall Squares, as well as the Red Line. A short distance to Whole Foods and Trader Joe’s in addition to walking, biking, and jogging trails along the Charles River. A quick trip over the BU Bridge to Fenway Park, Kenmore Square, BU, the Back Bay, and all that Boston has to offer.  "" Property is being sold as is """,,,0,,,,,,,MF,Pearl St,125,125,http://media.mlspin.com/photo.aspx?mls=72241023
971,72241048,SLD,380000,420000,10/11/2017,11/30/2017,,5,5,93 Harrison St,Worcester,MA,1604,,12,6,4632,68,7850,Jordan LeBlanc,Keller Williams Realty North Central,(978) 840-9000,"Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","ALL HIGHEST AND BEST OFFERS MUST BE RECEIVED BY MONDAY, 10/16/17 at 4:00pm. Very Profitable! Four Units side-by-side, fully rented, utilities paid by tenants, except water which is paid by landlord. Poured concrete foundations with separate basements for each unit. Kitchen and laundry appliances owned by seller and to convey (washer and dryer in each unit). Windows and siding will need to be replaced in the next 4-5 years and is priced accordingly. Paved parking area provides 2-4 parking spots per unit. Front wood porch. All updated electric, separately metered. Incredibly profitable and rare property. Well maintained and must be seen! Ask about the other multifamily also for sale currently by the same seller and let's put together a package deal!",,,0,,,,,,,MF,Harrison St,93,93,http://media.mlspin.com/photo.aspx?mls=72241048
972,72241054,SLD,415000,390000,10/11/2017,11/30/2017,,22,8,13-15 Boardman St,Amesbury,MA,1913,,2,3,2725,168,11080,Yvonne Rosario,"Coco, Early & Associates The Andovers",(978) 475-1009,"Call List Agent, Accompanied Showings","Pride in ownership shines through when you walk into this well maintained home. Sellers unit has a comfortable eat in kitchen leading to the spacious family room with recently refinished hard wood floors. Two large bedrooms and a finished bonus room in the attic . The basement is partially finished to meet your office or playroom needs with a full bath and walk out door.  Unit 13 is equally charming with fresh paint, large eat in kitchen, and family room on the first level. Upstairs has an oversized bedroom with double closets, full bath and laundry hookups. Each unit has a private driveway and deck/patio. You will be impressed by all the space and charm this house has to offer!",,,0,,,,,,,MF,Boardman St,1315,13-15,http://media.mlspin.com/photo.aspx?mls=72241054
973,72241093,SLD,899000,950000,10/11/2017,11/10/2017,,9,3,227 Park St,Boston,MA,2132,West Roxbury's Bellevue Hill,6,3,3642,74,4979,The Scipione Realty Group,Keller Williams Realty Boston South West,(781) 251-2101,"Call List Agent, Accompanied Showings","Offer Has Been Accepted.  All offers received from this point will only be considered as a backup offer.  Amazing Offering.  Rarely Available Beautiful 3 Family in Desirable Bellevue Hill.  Outstanding Location on the bus line and steps away from the commuter train and all West Roxbury amenities.  Current Owner has lovingly maintained and renovated this cherished home.  Home boasts spacious, bright units with hardwood floors, high ceilings, and crown moldings.  Newer kitchen and baths in units one and two with in-unit laundry.  Units consist of two, three and one bedroom.  Home sits on a professionally landscaped corner lot.  Exterior recently renovated with cedar impressions siding, vinyl windows and composite decking.  Truly an exceptional opportunity for any investor, developer or homeowner.  Showings begin at Brokers Open House",,,0,,,BPS,BPS,BPS,,MF,Park St,227,227,http://media.mlspin.com/photo.aspx?mls=72241093
974,72241102,SLD,609000,581000,10/11/2017,11/27/2017,,94,16,12 Watts,Chelsea,MA,2150,,6,2,2282,118,2992,Nicole Inglese,"Millennium Real Estate, Inc.",(617) 571-5310,Call List Agent,"OPEN HOUSE CANCELLED. As requested, first floor will be ready for owner occupant November 1, 2017.  Large and updated 2 family home.  Each unit has 3 bedrooms, 1 bathroom and laundry hook ups. Certified Deleaded Certificates for both units.  Unit 1 with tub, spacious living room with bay windows, and eat in kitchen.  Unit 2 has 3 bedrooms, 1 bathroom with tiled shower, living room, dining room and eat in kitchen.  High ceilings, refinished hardwood floors, lots of natural light.  The roof, windows and siding/exterior, granite stairs all new @ 2010. New furnaces @ 2010, new hot water heaters @ 2014, updated electrical -200 amps and plumbing @ 2010, updated kitchen and bathrooms .... Nice backyard with patio.  Parking for 2 cars.   Three separate lock and key storage units in basement.",,,0,,,,,,,MF,Watts,12,12,http://media.mlspin.com/photo.aspx?mls=72241102
975,72241171,SLD,79900,75000,10/11/2017,11/16/2017,,20,20,69 Myrtle St,New Bedford,MA,2740,,4,2,2083,127,4408,Jose Castelo,ERA Jose S. Castelo Real Estate Inc.,(508) 995-6291,"Call List Agent, Accompanied Showings","Bank Owned and to be sold in ""As-is, where-is"" condition without any repairs or warranties.  Buyer is responsible for due diligence and verifying all information contained herein.  2 family with 2 bedroom units each in need of repairs and updating with a good-sized yard and drive way! (479)",,,0,,,,,,,MF,Myrtle St,69,69,http://media.mlspin.com/photo.aspx?mls=72241171
976,72241206,CTG,1195000,,10/11/2017,,,130,118,30 Chestnut St,Wakefield,MA,1880,,10,5,5224,138,8030,Christopher Barrett,"Barrett, Chris. J., REALTORS®",(781) 245-5011,"Key in Office, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Amazing opportunity. Downtown location, 5 unit turn key multi family dwelling.  Nicely maintained, clean and well cared for by investor owner for over 25 years.  All units have separate oil heating systems, electric panels and lockable storage area's. 5 Newer Weil Mclain boilers, newer roofs, newer windows. Units vary but most feature, eat in kitchens, formal dining rooms, the three 5 room, 2 bedroom apartments are in the main building. The 30 A Chestnut St wing has two 1 bedroom apts. Spotless lower level has coin op laundry. Nicely laid out storage area --------- Please include initialed Board of Appeals decision with any offer.",,,0,,,TBD,Galvin,Wakefield Mom,,MF,Chestnut St,30,30,http://media.mlspin.com/photo.aspx?mls=72241206
977,72241308,SLD,369000,370000,10/11/2017,11/30/2017,,18,4,102 Packard Ave,Hull,MA,2045,,4,3,2251,98,3600,Sue Ann Murley,Divito Realty,(781) 925-0203,"Call List Office, Call List Agent, Key in Office","Open House Sunday 1-3pm  Well maintained turn-key two family home offering many updates, separate utilities and a proven rental history.  Situated on corner lot with two separate parking areas, each unit offers 2 bedrooms and 1.5 baths.  First floor unit includes a finished room in basement.  Both units currently have access to unfinished basement with washer/dryer hook-up.  Newer outdoor shower. There is also another separate storage area.  New roof 10/17,  both units just painted.  First floor unit comes furnished with some exceptions  (see exclusions).  All appliances included - 2 refrigerators, washer/dryer, window A/c and even the lawnmower!  Flood vents installed 2014 - LOW flood insurance.  Both units currently empty.",,,0,,,,,,,MF,Packard Ave,102,102,http://media.mlspin.com/photo.aspx?mls=72241308
978,72241413,SLD,439900,510000,10/11/2017,11/22/2017,,5,5,12 EAST ST,Natick,MA,1760,,3,2.5,1744,98,6578,Steve Leavey,Century 21 Commonwealth,(508) 655-1211,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Great opportunity to own a Two family home in the heart of Natick Center. Rent both units or live in one and rent the other to help with expenses. Detached garage/workshop with 3 bays.  Property needs updating but has tons of potential. Electric and Gas utilities separated. Amazing location just steps from all that Natick Center offers including shops, restaurants, farmer's market, TCAN, Morse Library and commuter rail T-Station. Home being sold ""As-Is."" Seller's request highest and best offers by 12PM on Monday 10/16.",,,3,,,Johnson,Wilson,Natick High,,MF,EAST ST,12,12,http://media.mlspin.com/photo.aspx?mls=72241413
979,72241481,SLD,559900,601000,10/11/2017,11/23/2017,,18,6,28 Barrett St.,Revere,MA,2151,,4,2,2376,78,5500,Chuck Gordon,RE/MAX Encore,(978) 988-0028,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Mint 2 family home located on a quiet side street. Completely renovated top to bottom open floor plan with hardwood floors throughout.Both units feature all new kitchens with custom cabinets, granite counters and stainless steel appliances. New full baths with granite counters and ceramic tile flooring. All new  gas heating / central air systems, electric panels.Completely  separate utilities make this a great investment. Exterior features new roof, windows, doors, driveway, landscaping and much more. All set on a gorgeous lot with off street parking for 6 cars. This is the one you've been waiting for! First showing Sunday 10-15-17 from 12-2pm.",,,0,,,,,,,MF,Barrett St.,28,28,http://media.mlspin.com/photo.aspx?mls=72241481
980,72241494,ACT,244900,,10/09/2017,,,133,,45-47 Roy Street,Chicopee,MA,1013,,4,3,1764,31,5227,Pari Hoxha,"Class Realty, Inc.",(413) 786-1834,"Call List Agent, Appointment Required","Duplex located in the desired Ferry Lane neighborhood. Located near Sherman Jane Park, which has a community pool. Minutes away from 391. Minutes from boat ramp. Has an ample amount of living area in both units. Both units contain hardwood flooring in the living rooms and carpeting in the bedrooms. Has a shed in the back yard. Home is versatile. Can be Owner Occupied but it will be an even better investment property. It could also perfect for it to be Owner Occupied in one unit and tenants in the second unit. All good choices.",,,0,,,,,,,MF,Roy Street,4547,45-47,http://media.mlspin.com/photo.aspx?mls=72241494
981,72241700,SLD,912290,915000,10/11/2017,11/21/2017,,13,5,264 Belmont St,Watertown,MA,2472,,5,2,2392,98,3903,Bob Airasian,William Raveis R.E. & Home Services,(617) 964-1850,"Call List Agent, Appointment Required","Look no further than this lovingly maintained, aesthetically appealing 2 family located at the apex of where Watertown, Belmont and Cambridge merge.  This property has been in the same family for over 60 years!  Pride of ownership does not describe the care and attention paid to this home.  New kitchens, updated baths, gleaming hardwood floors, newer roof, updated gas heating systems, front porch improvements along with the front walkway and the list goes on!  3rd floor expansion possibilities! Terrific location with public transportation steps away from the front door!  Walk to restaurants, shops, local parks!  Minutes to Harvard Sq., Fresh Pond, Charles River, downtown Boston, Historic Mt Auburn Cemetery, colleges, and universities.  Shown By Appointment Only!",,,0,,,Hosmer,WMS,WHS,,MF,Belmont St,264,264,http://media.mlspin.com/photo.aspx?mls=72241700
982,72241859,SLD,549999,520000,10/12/2017,11/27/2017,,26,10,15 Playstead Rd,Malden,MA,2148,,5,2,2020,103,3123,Jose A Chaves,Partners Realty Group,(508) 205-9783,Other (See Special Showing Instructions),"WOW Seller Motivated to Sell, bring in an offer we can work with - Great two family with Brand New Roof,  Separate utilities, 5 Bedrooms, 3 on 2nd floor and 2 on the first floor, living room, dining room, 2 bathrooms, gleaming Hardwood floors, ceramic tile kitchen and bath Ceiling fans, recess skylight, enclosed porches, private back yard, near playground and school. Close to public transportation. First showings will be Monday October 16, 2017 at 10:30am",,,0,,,,,,,MF,Playstead Rd,15,15,http://media.mlspin.com/photo.aspx?mls=72241859
983,72241870,ACT,430000,,10/12/2017,,,130,,68 Lincoln Av,Manchester,NH,3103,,9,3,3864,97,13146,Stephen Trefethen,"Summerview Real Estate, LLC",(603) 432-5453,"Call List Office, Call List Agent","3-3 bedrooms, Barber shop and possible extra lot. Corner of S. Willow St and Claremont Av.. Don't miss this highly visible location and walking distance to shopping area.",,,3,,,,,,,MF,Lincoln Av,68,68,http://media.mlspin.com/photo.aspx?mls=72241870
984,72241946,UAG,399999,,10/12/2017,,,30,30,42 Lewis Street,Worcester,MA,1610,,0,0,7908,103,13068,James Glickman,NAI Glickman Kovago & Jacobs,(508) 753-9100,--,Great opportunity to purchase a 6-unit property in Worcester. Nice property on a quiet street. Easy access to I-290/I-90/I-395/146. Apartments are de-leaded. Tenants pay their own utilities. Large parking lot behind building.,,,0,,,,,,,MF,Lewis Street,42,42,http://media.mlspin.com/photo.aspx?mls=72241946
985,72242024,SLD,207000,220000,10/12/2017,11/16/2017,,8,2,24 CLEVELAND AVE,Westfield,MA,1085,,4,2,1920,118,7200,Deborah Krawiec,"Real Living Realty Professionals, LLC",(413) 568-2405,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775",LOCATION....LOCATION....LOCATION!!!   VINYL SIDED 2 FAMILY .... RENOVATIONS .... FHA GAS HEAT .... GAS HOT WATER .... CIRCUIT BREAKERS 100 AMPS EACH UNIT .... SEPARATE UTILITIES .... SEPARATE LAUNDRY CONNECTIONS FOR EACH UNIT ....  INVITING FRONT PORCH WITH COMPOSITE FLOOR .... CENTRAL AIR ON THE FIRST FLOOR & KITCHEN APPLIANCES .... 1 CAR GARAGE WITH ELECTRIC OPENER .... NICE FLAT BACKYARD .... DID I MENTION GREAT LOCATION------ACT FAST!,,,1,,,,,,,MF,CLEVELAND AVE,24,24,http://media.mlspin.com/photo.aspx?mls=72242024
986,72242040,ACT,299999,,10/12/2017,,,120,,667 Southbridge Street,Worcester,MA,1610,,0,0,5626,168,5662,James Glickman,NAI Glickman Kovago & Jacobs,(508) 753-9100,--,Great opportunity to purchase a 3-family property in Worcester. Easy access to I-290/I-90/I-395/146. Large parking lot behind building. Tenants pay their own utilities. Apartments are de-leaded.,,,0,,,,,,,MF,Southbridge Street,667,667,http://media.mlspin.com/photo.aspx?mls=72242040
987,72242048,SLD,529900,535000,10/12/2017,11/03/2017,,15,15,13 N Atkinson St,Newburyport,MA,1950,,2,2,1344,43,14810,Susan Thomas,Coldwell Banker Residential Brokerage - Newburyport,(978) 465-1927,Call List Agent,"ATTENTION: Developers, Investors, Owner Occupants!  Intriguing possibilities for this N End property zoned R-2 on a spacious 14,810 SF lot.  Currently used as a 2 Family but easily converted back to a single family.  Solid house c: 1975 with wide pine floors.  Recent improvements include: roof, windows on first floor, exterior paint/gutters, electrical service and bulkhead.   More space in unfinished room over garage and possibilities for barn located at rear of property line.  Great location convenient to all Newburyport schools, shopping and commuter routes. Strong rental history, most recently property rented for $2700/mo.  Buyer responsible for own due diligence regarding future use of the property..",,,1,,,,,,,MF,N Atkinson St,13,13,http://media.mlspin.com/photo.aspx?mls=72242048
988,72242077,SLD,825000,780000,10/12/2017,11/21/2017,,13,6,37 Hillcrest Cir,Watertown,MA,2472,East Watertown ,4,2,2084,65,8072,Peter Pezzano,Branch Out Realty,(617) 764-3523,"Call List Agent, Accompanied Showings","Make this 2 family your next home or investment! Located in a beautiful cul de sac in East Watertown, 37 Hillcrest Circle offers many possibilities for the new homeowner. Located on the first floor is 3 bedrooms a living room and a large kitchen. Located off of the kitchen is a nice enclosed porch/sun room overlooking the massive back yard. This unit has just been freshly painted and is move in ready as it is vacant. The second unit offers expansion possibilities, with a similar layout to the first floor, but has 2 bedrooms, plus a walk up attic with approx 500 Sqft of unfinished space. This unit also has a nice enclosed sun porch located off the kitchen. This unit is occupied with tenants, that are TAW. The basement offers lots of expansion possibilities as well, as the ceiling height reaches more than 8 ft approx.",,,0,,,,,,,MF,Hillcrest Cir,37,37,http://media.mlspin.com/photo.aspx?mls=72242077
989,72242204,SLD,325000,318000,10/12/2017,11/16/2017,,11,5,15 Barton St,Salem,MA,1970,,4,2,1710,148,4680,Gerry Bellegarde & Lorrie Korba,ePlace,(617) 864-4600,"Call List Agent, Lock Box","Attention builders, developers and buyers looking for a project. Two unit house near the water with tons of potential! Unit 1 would probably be best configured as a 1 bed. Unit 2 would be a 2 level, 3 or 4 bedroom. Nice open floor plans. Work has been started and needs completion...kitchens, baths, flooring and some electrical will need finishing.   Buyer responsible for smoke certificate. Property is located in a flood zone. Property will not qualify for conventional mortgages.",,,0,,,,,,,MF,Barton St,15,15,http://media.mlspin.com/photo.aspx?mls=72242204
990,72242221,ACT,289999,,10/12/2017,,,279,,57 Quobaug Ave,Oxford,MA,1540,,4,2,2160,65,9148,Owen Gilman,"Alliance Realty NE, LLC",(866) 866-7978,Owner,"This house is located with in minutes to 395, 290, l90, 20 and round 12. Colonial style 2 Family with 2 car garage detached. First floor is vacant ideal for an owner occupied, as well as young Family just looking to buy vs rent. Second floor is rented with long time Tenants. Lot of updates are done, you almost don't need to do anything. Roof 10 years old on both house and garage, central heat/air, oil heat with 4 years old boiler and outside oil tank. New Septic put in 2005 is in good condition, new Harvey windows replaced couple yeas ago.",,,2,,,,,,,MF,Quobaug Ave,57,57,http://media.mlspin.com/photo.aspx?mls=72242221
991,72242349,UAG,280000,,10/12/2017,,,22,8,36 Belmont,Stoughton,MA,2072,,9,3,3276,78,18500,Keith Shaw,"AA Premier Properties, LLC",(781) 281-7643,--,"READ FIRM REMARKS !!!.Not Bank Approved Short Sale being Sold As Is , 3 Family, 18 Rooms , 12 bedrooms ,3 Baths  Multifamily Residence, Buyer Responsible for Final water Bill.Buyer Is Responsible For $5,000.00 Negotiation Fee Which Can Not Be Financed And Must Be Paid At Closing. DOWNLOAD SHORT SALE DISCLOSURE FORMS , SUBMIT WITH PROOF OF FUNDS OR APPROVAL LETTER,LEAD PAINT DISCLOSURE AND AGENCY DISCLOSURE.IF YOU ARE A CORPORATION ,SUBMIT ARTICLES OF INCORPORATION. ALL PARTS OF THE DOCUMENTS MUST BE COMPLETE OR WILL NOT BE CONSIDERED.Buyer Agent Responsible To Verify All Information. . Tenants are being sold with the building..",,,0,,,Stoughton,Stoughton,Stoughton,,MF,Belmont,36,36,http://media.mlspin.com/photo.aspx?mls=72242349
992,72242354,ACT,369850,,10/12/2017,,,130,,0/14/16 Old East Brimfield,Brimfield,MA,1010,East Brimfield ,8,4,3200,63,126324,Gail Mahoney,RE/MAX Prof Associates,(508) 347-9595,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Pets on Premises","COUNTRY LIFE PROPERTIES shares an UNHEARD of Brimfield opportunity! 4 rental units in this almost 3 acre, waterfront on Pork Barrel Pond, ""Country Compound!"" Spacious,updated 2 family with 2 additional mobile homes has amazing income and creative potential! Great access to Rt. 20,10 min to the Ma.Pike ( hour to Boston!! ) & Sturbridge's Restaurant Row! Each unit is in wonderful, updated condition.Laundry room & great storage in 2 family.Large lot w/pretty yard w/garden area & firepit patio, room for a horseshoe pit...speaking of that...space towards the back of the property for horses,goats,llamas?Oversized,detached garage w/elec., make it a small barn?Room for 4 wheelers?Shop for cars, motorcycles?Bar?Walk down the wooded path to the trails all around the peaceful pond, maintained by the Army Corps of Engineers, what privacy! There is so much to see here, please set an appointment with some notice and get ready to live your COUNTRY LIFE...with income!",,,3,,,Burgess,Tantasqua,Tantasqua,,MF,Old East Brimfield,1416,0/14/16,http://media.mlspin.com/photo.aspx?mls=72242354
993,72242410,ACT,123000,,10/06/2017,,,136,,11 Cummings St,Ware,MA,1082,,4,2,1509,108,8835,Dorrinda O'Keefe Shea,Century 21 NS Group,(508) 885-3443,"Call List Agent, Accompanied Showings, Appointment Required","Two family on Corner lot,  Priced to sell, walking distance to hospital,  vinyl siding, off street parking  TWO car garage!  This property has great tenants  in place already for the Investor.  Or if you are looking for an Owner occupied this is a Fantastic alternative to paying Rent.   Minutes to Downtown and major highways for commuters.  This property will not last long at this price call today for a showing.  Property is being Sold ""AS IS"" .   at this Great price!!",,,2,,,Stanley Koziol,Ware Middle,Jr/Sr Ware High,,MF,Cummings St,11,11,http://media.mlspin.com/photo.aspx?mls=72242410
994,72242504,ACT,150000,,10/13/2017,,,858,,1185 Huntington Rd,Russell,MA,1071,Crescent Mills ,5,3,3276,198,17755,Mary O'Connell,Wolcott Realty,(413) 218-4344,Call List Agent,Great opportunity for investment-three unit dwelling-Tenants are in place.  200 feet of frontage on Main Road-super location.,,,2,,,,,,,MF,Huntington Rd,1185,1185,http://media.mlspin.com/photo.aspx?mls=72242504
995,72242719,SLD,400000,420000,10/13/2017,11/22/2017,,3,3,63 Rice St,Marlborough,MA,1752,,6,2.5,2322,128,7465,David Skarin,ERA Key Realty Services - Distinctive Group,(508) 303-3434,Schedule with ShowingTime or call 888-627-2775,"Great opportunity for owner occupied or investor. This 2 family home has been completely remodeled and is offered for sale for the first time. The first floor unit offers 2 bedrooms with a completely remodeled kitchen and bathroom as well as its own laundry hookups in the basement. The kitchen features granite counters, new appliances, cabinets and laminate flooring that continues throughout the unit.  The second floor unit features 2 floors of living with 4 bedrooms and one and a half baths as well as a large kitchen that features granite counters and plenty of storage. This unit also offers main floor family and dining rooms as well as an in unit laundry room with half bath on upper level. There is an over sized deck off the second floor that leads to a nice sized back yard. There is off-street parking for 3 cars as well as being walking distance to all that downtown Marlborough has to offer. This home is in a great commuter location and convenient to 495, 290, RT 20 and RT 85.",,,0,,,,,,,MF,Rice St,63,63,http://media.mlspin.com/photo.aspx?mls=72242719
996,72242846,UAG,650000,,10/13/2017,,,30,14,48 Selden St,Boston,MA,2124,Dorchester,6,3,4080,113,6547,Lindsey & Associates Realty Team,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,"Call List Office, Call List Agent","Nice three family home eat-in kitchens pantry living room dining room on each floor good size bathrooms large hallways closed in front porches, and also has back porches, great yard for cookouts, THIS IS A GREAT OPPORTUNITY CHECK OUT THIS SPACIOUS 3 FAMILY HOME, MINUTES TO PUBLIC TRANSPORTATION AND SHOPPING. - SALE SUBJECT TO 3RD PARTY APPROVAL",,,0,,,,,,,MF,Selden St,48,48,http://media.mlspin.com/photo.aspx?mls=72242846
997,72242921,SLD,899900,865000,10/14/2017,11/21/2017,,8,8,181-183 Jackson Road,Newton,MA,2458,Newton Corner ,6,2.5,2738,98,3507,Mary G. Wood,RE/MAX Executive Realty,(508) 435-6700,"Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Just Listed!  Wonderful location for this two-family home close to award winning schools, parks, public transportation. First time on the market in 60 years! Both apartments have lovely, spacious living and dining rooms with all the period details still intact. First floor unit has been completely renovated with new kitchen, bath, gleaming hardwood floors, two nicely sized bedrooms, welcoming foyer with all the charm of yesteryear. Second floor unit encompasses two floors and has tremendous potential! 10 rooms, high ceilings, large windows, wood flooring w/potential for even further expansion. See floor plan attached for details. There is no rental history for the second floor as it has been owner occupied. First floor rent is below market value. Each unit is separately metered, gas water heaters, oil boilers, updated electrical panels with house meter. Property is being sold ""as-is"". This is a must see! Fantastic opportunity for owner occupied or investors.",,,0,,,,,Newton North HS,,MF,Jackson Road,181183,181-183,http://media.mlspin.com/photo.aspx?mls=72242921
998,72242968,SLD,625000,600000,10/14/2017,11/13/2017,,95,0,28-30 Taft St,Revere,MA,2151,,6,2,2870,98,3848,Jose Clavel,Pena Realty Corporation,(617) 389-1777,Call List Agent,"Great two family house right off Broadway some TLC needed First Floor 4 rooms two bedrooms with eat-in kitchen dishwasher & refrigerator. Second Floor 6 rooms four bedrooms eat-in kitchen & refrigerator     Updated siding, Updated electricity, 3 years old roof  & updated heating system ***** SOLD AS IS ****",,,0,,,,,,,MF,Taft St,2830,28-30,http://media.mlspin.com/photo.aspx?mls=72242968
999,72242981,UAG,319900,,10/13/2017,,,34,19,12 Shepherd St,Haverhill,MA,1832,Zip 01832,5,3,2010,118,9916,Daysi Quiles,"Coco, Early & Associates",(978) 687-8484,"Call List Agent, Appointment Required","Don't miss the opportunity to own this two family in a huge corner lot.   Close to the beautiful Haverhill downtown and only minutes to the T-Station.  Make you  appointment today. group showing on Saturday October 21st, from 1:00pm to 2:30pm.",,,1,,,,,,,MF,Shepherd St,12,12,http://media.mlspin.com/photo.aspx?mls=72242981
1000,72243015,ACT,6345000,,10/14/2017,,,128,,86 Berkeley St,Boston,MA,2116,South End,6,9,5928,128,2392,Mark Doherty,Coldwell Banker Residential Brokerage - Boston - South End,(617) 587-4600,"Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Opportunity knocks for a 4-Unit New Construction Building in The Historic South End (on the boarder of Back Bay); four unique apartments have been designed at 86 Berkeley Street (2 bed/3 bath lower duplex & three 2 bed/2 bath floor-throughs):  This sun-filled building with Back Bay sky-line Views offers a hybrid of modern/classic charm with high ceilings, gas fireplaces and designer Thermador kitchens with breakfast bars.   Features include 3 decks, 17” x 27” roof deck, 23’ x 55’ patio/garden, large master & guest bedrooms, designer baths, Bona (natural/light) stained 4” white oak h/w floors, architecturally designed lighting placement, central a/c, pre-wired for Home Automation, washer/dryer hook-ups, custom closets, outdoor spaces plumbed for gas, water & electricity and deeded storage in the basement.  Garage parking available for rent.",,,0,,,,,,,MF,Berkeley St,86,86,http://media.mlspin.com/photo.aspx?mls=72243015
1001,72243085,ACT,75000,,10/14/2017,,,128,,19-21 Dewey St,Springfield,MA,1109,Pine Pt Bstn Rd,4,2,2406,109,5001,Jeff Cruz,"Rovithis Realty, LLC",(413) 271-1180,"Call List Agent, Appointment Required","Close to shopping, highway and bus route, this two family home in a quiet neighborhood has lots of potential. The units boast good-sized spaces, and with some updates, it could really shine. The house is being sold ""as is"" so bring your contractor and cash/rehab loan.",,,0,,,,,,,MF,Dewey St,1921,19-21,http://media.mlspin.com/photo.aspx?mls=72243085
1002,72243091,CTG,165600,,10/13/2017,,,72,61,898 Rodman St,Fall River,MA,2721,,9,3,3450,118,3569,Ponte Realty Group,Keller Williams South Watuppa,(508) 677-3233,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","PRICE REDUCED * Fall River 3 Family located in the South End.  Large 3 family with 3 bedroom units, off-street parking, large bedrooms and double parlors. All 3 apartments have hardwood floors.  Close to all area amenities.  3 units, Repairs exceed $10,000. Repairs may include but not limited to structure, electrical, roof, HVAC, and plumbing; Inspection recommended, Defective paint, window replacement, damaged trim, damaged vanity, discoloration on third floor bedroom wall, missing post on front porch, missing window trim, install railings where missing, smoke and CO detectors. Selling Broker up to 3% of purchase price, Misc.: UI-Eligible for 203K Financing.",,,0,,,,,,,MF,Rodman St,898,898,http://media.mlspin.com/photo.aspx?mls=72243091
1003,72243117,SLD,750000,676800,10/15/2017,11/09/2017,,7,7,7 Water St & 5 Red Gate Ln,Meredith,NH,3253,,18,11,3950,188,2.35,Zachary Shwartz,"Impact Realty, LLC",(781) 399-4952,"Call List Agent, Accompanied Showings, Appointment Required","WOW! Here's your chance to add 11 units to your portfolio. Great property with Excellent rental income & rental opportunity. INVESTMENT PROPERTIES WITH GREAT CASH FLOW LIKE THIS, GOOD CONDITION, GREAT LOCATION, & SEPARATE UTILITIES (just about all units paid by tenants) don't come available too often. Property is well maintained and 4 of the 11 units are recently renovated. See attached property sheet for rent roll and more information.",,,0,,,,,,,MF,Water St & 5 Red Gate Ln,7,7,http://media.mlspin.com/photo.aspx?mls=72243117
